ano,time,competidor,reserva,classificado,posicao,medalha,universidade,estado,regiao
2010,auhauhuahuhauah,igor ramos,0,0,9,bronze,UFRJ,RJ,Sudeste
2010,auhauhuahuhauah,,0,0,9,bronze,UFRJ,RJ,Sudeste
2010,iriariari baloes mano,lucas magalhães,0,0,10,bronze,UFRJ,RJ,Sudeste
2010,iriariari baloes mano,bruno ferreira,0,0,10,bronze,UFRJ,RJ,Sudeste
2010,iriariari baloes mano,pedro bezerra da silva,0,0,10,bronze,UFRJ,RJ,Sudeste
2010,iriariari baloes mano,,0,0,10,bronze,UFRJ,RJ,Sudeste
2013,ñtemtempabobagi,luis fernando dorelli de abreu,0,1,1,gold,USP-SC,SP,Sudeste
2013,ñtemtempabobagi,bianca m shimizu oe,0,1,1,gold,USP-SC,SP,Sudeste
2013,ñtemtempabobagi,bruno junqueira adami,0,1,1,gold,USP-SC,SP,Sudeste
2013,ñtemtempabobagi,,0,1,1,gold,USP-SC,SP,Sudeste
2013,bitelo,marcos kawakami,0,1,2,gold,USP-SP,SP,Sudeste
2013,bitelo,stefano tommasini,0,1,2,gold,USP-SP,SP,Sudeste
2013,bitelo,antonio roberto de campos junior,0,1,2,gold,USP-SP,SP,Sudeste
2013,bitelo,,0,1,2,gold,USP-SP,SP,Sudeste
2013,não é só pelos 20 minutos,sergio filho,0,1,3,gold,UFPE,PE,Nordeste
2013,não é só pelos 20 minutos,davi pinheiro,0,1,3,gold,UFPE,PE,Nordeste
2013,não é só pelos 20 minutos,pedro silvestre,0,1,3,gold,UFPE,PE,Nordeste
2013,não é só pelos 20 minutos,,0,1,3,gold,UFPE,PE,Nordeste
2013,i triple dare you,igor wolff resplande,0,1,4,silver,UNICAMP,SP,Sudeste
2013,i triple dare you,douglas oliveira santos,0,1,4,silver,UNICAMP,SP,Sudeste
2013,i triple dare you,lucas tiago de castro jesus,0,1,4,silver,UNICAMP,SP,Sudeste
2013, =(,israel silva,0,0,5,silver,UFPE,PE,Nordeste
2013, =(,lucas veras,0,0,5,silver,UFPE,PE,Nordeste
2013, =(,gustavo stor,0,0,5,silver,UFPE,PE,Nordeste
2013, =(,,0,0,5,silver,UFPE,PE,Nordeste
2013,timelino,jonathan carvalhosa,0,1,6,silver,IME,RJ,Sudeste
2013,timelino,felipe rasinhas,0,1,6,silver,IME,RJ,Sudeste
2013,timelino,geraldo avelino,0,1,6,silver,IME,RJ,Sudeste
2013,timelino,,0,1,6,silver,IME,RJ,Sudeste
2013,"calma pessoal, calma",mateus carvalho dantas,0,1,7,bronze,UFCG,PB,Nordeste
2013,"calma pessoal, calma",danilo pimenteira melo nascimento,0,1,7,bronze,UFCG,PB,Nordeste
2013,"calma pessoal, calma",phyllipe cesar ramos de almeida,0,1,7,bronze,UFCG,PB,Nordeste
2013,bpyym,guilherme philippe figueiredo,0,0,8,bronze,USP-SP,SP,Sudeste
2013,bpyym,marcelo sales,0,0,8,bronze,USP-SP,SP,Sudeste
2013,bpyym,andré amaral de souza,0,0,8,bronze,USP-SP,SP,Sudeste
2013,monkeys,rafael de assis cruz,0,0,9,bronze,UFG,GO,Centro-Oeste
2013,monkeys,welton cardoso do carmo,0,0,9,bronze,UFG,GO,Centro-Oeste
2013,monkeys,paulo cezar pereira costa,0,0,9,bronze,UFG,GO,Centro-Oeste
2013,monkeys,,0,0,9,bronze,UFG,GO,Centro-Oeste
2013,#yeswecan read your mail,igor ramos,0,0,10,bronze,UFRJ,RJ,Sudeste
2013,#yeswecan read your mail,rodrigo zhou,0,0,10,bronze,UFRJ,RJ,Sudeste
2013,#yeswecan read your mail,filipe zhou,0,0,10,bronze,UFRJ,RJ,Sudeste
2013,#yeswecan read your mail,,0,0,10,bronze,UFRJ,RJ,Sudeste
2012,"jquery bool, jquery char!",felipe freitas,0,1,1,gold,ITA,SP,Sudeste
2012,"jquery bool, jquery char!",fernando fonseca,0,1,1,gold,ITA,SP,Sudeste
2012,"jquery bool, jquery char!",gabriel dalalio,0,1,1,gold,ITA,SP,Sudeste
2012,"jquery bool, jquery char!",,0,1,1,gold,ITA,SP,Sudeste
2012,os cartolas,thiago cavalcante,0,1,2,gold,UNICAMP,SP,Sudeste
2012,os cartolas,douglas oliveira santos,0,1,2,gold,UNICAMP,SP,Sudeste
2012,os cartolas,marcelo povoa,0,1,2,gold,UNICAMP,SP,Sudeste
2012,os cartolas,,0,1,2,gold,UNICAMP,SP,Sudeste
2012,4 fun 2 win,sergio filho,0,1,3,gold,UFPE,PE,Nordeste
2012,4 fun 2 win,marcio filho,0,1,3,gold,UFPE,PE,Nordeste
2012,4 fun 2 win,pedro silvestre,0,1,3,gold,UFPE,PE,Nordeste
2012,4 fun 2 win,,0,1,3,gold,UFPE,PE,Nordeste
2012,señora margarida,bruno junqueira adami,0,1,4,silver,USP-SC,SP,Sudeste
2012,señora margarida,carlos eduardo guillen davila,0,1,4,silver,USP-SC,SP,Sudeste
2012,señora margarida,vinicius de freitas reis,0,1,4,silver,USP-SC,SP,Sudeste
2012,señora margarida,,0,1,4,silver,USP-SC,SP,Sudeste
2012,margarita,walter filho,0,0,5,silver,ITA,SP,Sudeste
2012,margarita,diogo holanda,0,0,5,silver,ITA,SP,Sudeste
2012,margarita,luca moller,0,0,5,silver,ITA,SP,Sudeste
2012,margarita,,0,0,5,silver,ITA,SP,Sudeste
2012,coração das cartas,rafael marinheiro,0,0,6,silver,UFPE,PE,Nordeste
2012,coração das cartas,israel silva,0,0,6,silver,UFPE,PE,Nordeste
2012,coração das cartas,lucas veras,0,0,6,silver,UFPE,PE,Nordeste
2012,coração das cartas,,0,0,6,silver,UFPE,PE,Nordeste
2012,vruum,guilherme philippe figueiredo,0,1,7,bronze,POLI-USP,SP,Sudeste
2012,vruum,marcelo sales,0,1,7,bronze,POLI-USP,SP,Sudeste
2012,vruum,andré amaral de souza,0,1,7,bronze,POLI-USP,SP,Sudeste
2012,in rand() we trust!,filipe arcanjo,0,1,8,bronze,UFMG,MG,Centro-Oeste
2012,in rand() we trust!,alexandre davis,0,1,8,bronze,UFMG,MG,Centro-Oeste
2012,in rand() we trust!,dilson guimarães,0,1,8,bronze,UFMG,MG,Centro-Oeste
2012,in rand() we trust!,,0,1,8,bronze,UFMG,MG,Centro-Oeste
2012,sudo make a sandwich,brunno braga,0,0,9,bronze,UTFPR,PR,Sul
2012,sudo make a sandwich,alexandre marin,0,0,9,bronze,UTFPR,PR,Sul
2012,sudo make a sandwich,marcelo teider lopes,0,0,9,bronze,UTFPR,PR,Sul
2012,sudo make a sandwich,,0,0,9,bronze,UTFPR,PR,Sul
2012,using namespace none;,pedro nascimento,0,0,10,bronze,UFRJ,RJ,Sudeste
2012,using namespace none;,rodrigo zhou,0,0,10,bronze,UFRJ,RJ,Sudeste
2012,using namespace none;,filipe zhou,0,0,10,bronze,UFRJ,RJ,Sudeste
2012,using namespace none;,,0,0,10,bronze,UFRJ,RJ,Sudeste
