#,Site,User,Time,Problem,Language,Filename,Status,Judge (Site),Answer,AnswerBin
263291883,101,Ahozinho com Feijão,112,F,C++11,F.cpp,judged,teambrbr64 (101),NO - Wrong answer,0
263401584,101,Lorem Ipsum,112,F,C++11,f.cpp,judged,teambrbr13 (101),NO - Wrong answer,0
263469785,101,Wesley e os Safadões,112,C,C++11,c.cpp,judged,teambrbr4 (101),NO - Wrong answer,0
264366586,101,Cafeína Overflow,113,E,Python3,E.py3,judged,admin (1),NO - Wrong answer,0
264894187,101,Invictus,114,C,C,c.c,judged,teambrbr33 (101),NO - Wrong answer,0
264924488,101,100^o,114,F,C++11,f.cpp,judged,teambrbr40 (101),NO - Wrong answer,0
265045789,101,NP-Drada,115,E,C++11,e.cpp,judged,teambrbr59 (101),YES,1
265585190,101,O Legado de Maldito,115,C,C++11,c2.cpp,judged,teambrbr39 (101),YES,1
265920491,101,YouShallNot.cpp,116,C,C++11,C.cpp,judged,teambrbr5 (101),YES,1
265978892,101,Nome Provisório,116,C,C++11,C.cpp,judged,judge10 (1),NO - Output format error,0
266261693,101,C-3PO,117,C,C++11,c.cpp,judged,teambrbr17 (101),NO - Wrong answer,0
266382494,101,Six Balls,117,C,C++11,c.cpp,judged,teambrbr31 (101),YES,1
266967395,101,Ceferberus,118,C,C++11,c.cpp,judged,teambrbr8 (101),YES,1
267056896,101,C ilá,118,F,C++11,F.cpp,judged,teambrbr16 (101),NO - Wrong answer,0
267376397,101,Teoria dos Papibaquígrafos,118,F,C++11,f.cpp,judged,teambrbr36 (101),NO - Wrong answer,0
267855898,101,aBNT Tigers,119,C,C++11,C.cpp,judged,teambrbr21 (101),YES,1
267976099,101,Ahozinho com Feijão,119,F,C++11,F.cpp,judged,teambrbr64 (101),NO - Wrong answer,0
268558700,101,Veteranos Bolados,120,I,C++11,I.cpp,judged,teambrbr37 (101),YES,1
268610301,101,NUll TItle,121,C,Python3,C.py3,judged,teambrbr45 (101),NO - Wrong answer,0
268832002,101,Tô Nem Vendo,121,I,C++11,i.cpp,judged,teambrbr2 (101),NO - Wrong answer,0
268874803,101,Trei Linha,121,D,C++11,d.cpp,judged,teambrbr55 (101),NO - Time limit exceeded,0
269049004,101,UNESP Bauru,121,C,C++11,cc.cpp,judged,teambrbr11 (101),NO - Wrong answer,0
269252105,101,#include __FILE__,122,B,C++11,b.cpp,judged,teambrbr35 (101),NO - Wrong answer,0
269284406,101,NULL 1,122,C,Java,C.java,judged,setterchief (1),NO - Runtime error,0
269456307,101,stormtroop3rs [C],122,I,C++11,I.cpp,judged,teambrbr66 (101),NO - Wrong answer,0
269533408,101,dog hits dog,122,J,C++11,J.cpp,judged,teambrbr69 (101),NO - Wrong answer,0
269963509,101,Nome Provisório,123,C,C++11,C.cpp,judged,teambrbr38 (101),YES,1
270106510,101,100^o,123,C,C++11,c.cpp,judged,teambrbr40 (101),NO - Wrong answer,0
270437911,101,Wesley e os Safadões,124,C,C++11,c.cpp,judged,teambrbr4 (101),NO - Wrong answer,0
270722012,101,"¯\\_( ""/ )_/¯",124,B,C++11,B.cpp,judged,teambrbr44 (101),YES,1
271111013,101,Turkeys,125,I,C++11,I.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
271359814,101,Bit Please,125,E,C++11,E.cpp,judged,teambrbr50 (101),NO - Wrong answer,0
271703515,101,Time da Jaula,126,J,C++11,j.cpp,judged,teambrbr25 (101),NO - Wrong answer,0
271810116,101,C-3PO,126,C,C++11,c.cpp,judged,teambrbr17 (101),YES,1
272102917,101,Teoria dos Papibaquígrafos,126,F,C++11,f.cpp,judged,teambrbr36 (101),NO - Wrong answer,0
272934818,101,Ahozinho com Feijão,128,F,C++11,F.cpp,judged,teambrbr64 (101),YES,1
273637119,101,Ahozinho com Feijão,129,E,C++11,E.cpp,judged,teambrbr64 (101),NO - Time limit exceeded,0
274117920,101,Over9k,130,I,C++11,I.cpp,judged,setter7 (1),NO - Runtime error,0
274304221,101,vai_na.sort(),130,J,C++11,j.cpp,judged,teambrbr22 (101),NO - Wrong answer,0
274447822,101,Ops! Solução Trivial,130,F,C++11,a.cpp,judged,teambrbr41 (101),YES,1
274471923,101,Wesley e os Safadões,130,C,C++11,c.cpp,judged,teambrbr4 (101),YES,1
275061924,101,Lorem Ipsum,131,J,C++11,j.cpp,judged,teambrbr13 (101),NO - Wrong answer,0
276055225,101,Skynet dos Pampas,133,I,C++11,I.cpp,judged,setter7 (1),NO - Runtime error,0
276544226,101,Teoria dos Papibaquígrafos,134,F,C++11,f.cpp,judged,teambrbr36 (101),NO - Wrong answer,0
276711927,101,URI Luminatti,134,F,C++11,f.cpp,judged,teambrbr32 (101),YES,1
277352128,101,dog hits dog,135,I,C++11,I.cpp,judged,teambrbr69 (101),NO - Wrong answer,0
277474029,101,100^o,135,C,C++11,c2.cpp,judged,teambrbr40 (101),NO - Wrong answer,0
277816130,101,ALT,136,G,C++11,g.cpp,judged,teambrbr12 (101),NO - Wrong answer,0
277873031,101,Simone e Simara UFMA,136,D,C++11,D.cpp,judged,teambrbr9 (101),NO - Wrong answer,0
278055632,101,stormtroop3rs [C],136,F,C++11,F.cpp,judged,teambrbr66 (101),YES,1
278211333,101,Invictus,137,C,C,c.c,judged,teambrbr33 (101),NO - Wrong answer,0
278331034,101,CalopsITA,137,I,C++11,I.cpp,judged,teambrbr56 (101),NO - Time limit exceeded,0
278420335,101,VDC,137,I,C++11,i.cpp,judged,teambrbr23 (101),YES,1
278867136,101,Trei Linha,138,G,C++11,G.cpp,judged,teambrbr55 (101),YES,1
279141637,101,Lorem Ipsum,138,I,C++11,i.cpp,judged,teambrbr13 (101),NO - Wrong answer,0
279150238,101,Turkeys,138,I,C++11,I.cpp,judged,teambrbr42 (101),YES,1
279308739,101,Over9k,138,I,C++11,I.cpp,judged,teambrbr49 (101),NO - Time limit exceeded,0
279350740,101,Veteranos Bolados,138,F,C++11,F.cpp,judged,teambrbr37 (101),NO - Wrong answer,0
279533941,101,Six Balls,139,I,C++11,i.cpp,judged,teambrbr31 (101),NO - Wrong answer,0
279829942,101,Tô Nem Vendo,139,I,C++11,i.cpp,judged,teambrbr2 (101),YES,1
280458343,101,ALT,140,I,C++11,i.cpp,judged,teambrbr12 (101),YES,1
281075244,101,dog hits dog,141,J,C++11,J.cpp,judged,teambrbr69 (101),YES,1
281219845,101,UNESP Bauru,142,C,C++11,c.cpp,judged,teambrbr11 (101),NO - Wrong answer,0
281271046,101,Bit Please,142,E,C++11,E.cpp,judged,teambrbr50 (101),YES,1
281694247,101,Wesley e os Safadões,142,E,C++11,e.cpp,judged,teambrbr4 (101),NO - Wrong answer,0
281919148,101,stormtroop3rs [C],143,I,C++11,I.cpp,judged,teambrbr66 (101),YES,1
282543649,101,Lorem Ipsum,144,I,C++11,i.cpp,judged,teambrbr13 (101),NO - Wrong answer,0
283227950,101,Access Violation,145,E,Python3,E.py3,judged,teambrbr52 (101),NO - Time limit exceeded,0
283233051,101,Invictus,145,C,C,c.c,judged,teambrbr33 (101),NO - Wrong answer,0
283335652,101,Veteranos Bolados,145,B,C++11,B.cpp,judged,teambrbr37 (101),NO - Wrong answer,0
283396153,101,Lorem Ipsum,145,J,C++11,j.cpp,judged,teambrbr13 (101),YES,1
283452254,101,Turkeys,145,E,C++11,E.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
283822855,101,Monkeys,146,I,C++11,I.cpp,judged,teambrbr53 (101),YES,1
283944256,101,UNESP Bauru,146,C,C++11,c.cpp,judged,teambrbr11 (101),NO - Wrong answer,0
284669357,101,That Was Easy,147,I,C++11,I.cpp,judged,teambrbr62 (101),NO - Wrong answer,0
284677358,101,Trupe da Biologia,147,B,C++11,b.cpp,judged,teambrbr18 (101),NO - Wrong answer,0
285297159,101,CalopsITA,148,J,C++11,J.cpp,judged,teambrbr56 (101),YES,1
285595160,101,ALT,149,B,C++11,b.cpp,judged,teambrbr12 (101),YES,1
285639261,101,Time da Jaula,149,J,C++11,j.cpp,judged,teambrbr25 (101),NO - Time limit exceeded,0
286157162,101,Turkeys,150,E,C++11,E.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
286270263,101,UNESP Bauru,150,C,C++11,c.cpp,judged,teambrbr11 (101),NO - Wrong answer,0
287372864,101,100^o,152,C,C++11,c2.cpp,judged,teambrbr40 (101),YES,1
287750165,101,Bira e seus craques,152,I,C++11,I.cpp,judged,setter7 (1),NO - Compilation error,0
287782966,101,UNESP Bauru,152,C,C++11,c.cpp,judged,teambrbr11 (101),NO - Wrong answer,0
287979067,101,That Was Easy,153,I,C++11,I.cpp,judged,teambrbr62 (101),NO - Wrong answer,0
288008768,101,Wesley e os Safadões,153,E,C++11,e.cpp,judged,teambrbr4 (101),NO - Wrong answer,0
288038969,101,BugBusters,153,I,C++11,i.cpp,judged,teambrbr58 (101),YES,1
288154870,101,Esse é meu time,153,I,C++11,i.cpp,judged,teambrbr29 (101),YES,1
288277971,101,Ahozinho com Feijão,153,E,C++11,E.cpp,judged,teambrbr64 (101),YES,1
288682372,101,That Was Easy,154,I,C++11,I.cpp,judged,teambrbr62 (101),NO - Wrong answer,0
288717873,101,Lorem Ipsum,154,F,C++11,f.cpp,judged,teambrbr13 (101),NO - Wrong answer,0
288738274,101,Veteranos Bolados,154,B,C++11,B.cpp,judged,teambrbr37 (101),YES,1
289269575,101,Simone e Simara UFMA,155,D,C++11,D.cpp,judged,teambrbr9 (101),NO - Time limit exceeded,0
289340676,101,Time da Jaula,155,J,C++11,j.cpp,judged,teambrbr25 (101),NO - Time limit exceeded,0
289462777,101,dog hits dog,155,D,C++11,D.cpp,judged,teambrbr69 (101),NO - Wrong answer,0
289550678,101,Invictus,155,C,C,c.c,judged,teambrbr33 (101),NO - Wrong answer,0
289996079,101,Bira e seus craques,156,I,C++11,I.cpp,judged,teambrbr54 (101),NO - Wrong answer,0
290375480,101,Ops! Solução Trivial,157,J,C++11,a.cpp,judged,teambrbr41 (101),YES,1
290584881,101,80km é 80km @do,157,I,C++11,I.cpp,judged,teambrbr60 (101),NO - Time limit exceeded,0
290732982,101,Tô Nem Vendo,157,F,C++11,F.cpp,judged,teambrbr2 (101),NO - Wrong answer,0
291072083,101,CalopsITA,158,I,C++11,I.cpp,judged,teambrbr56 (101),NO - Time limit exceeded,0
291099884,101,YouShallNot.cpp,158,I,C++11,I.cpp,judged,teambrbr5 (101),NO - Wrong answer,0
291249985,101,RALÔTIM,158,C,Java,C.java,judged,teambrbr47 (101),YES,1
291445386,101,100^o,159,F,C++11,f.cpp,judged,teambrbr40 (101),NO - Wrong answer,0
291469887,101,Lorem Ipsum,159,I,C++11,i.cpp,judged,teambrbr13 (101),YES,1
291875588,101,UNESP Bauru,159,C,C++11,c.cpp,judged,teambrbr11 (101),NO - Wrong answer,0
292746789,101,Ahozinho com Feijão,161,J,C++11,J.cpp,judged,teambrbr64 (101),YES,1
294016490,101,Wesley e os Safadões,163,E,C++11,e.cpp,judged,teambrbr4 (101),NO - Wrong answer,0
294128391,101,NUll TItle,163,C,Python3,C.py3,judged,teambrbr45 (101),NO - Wrong answer,0
294245192,101,#include __FILE__,163,C,C++11,c3.cc,judged,teambrbr35 (101),NO - Wrong answer,0
294695793,101,Turkeys,164,E,C++11,E.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
294791994,101,Skynet dos Pampas,164,I,C++11,I.cpp,judged,setter4 (1),NO - Runtime error,0
295074995,101,Veteranos Bolados,165,F,C++11,F.cpp,judged,teambrbr37 (101),YES,1
295161096,101,Javainois,165,B,Java,B.java,judged,teambrbr7 (101),NO - Wrong answer,0
296406797,101,RALÔTIM,167,F,Java,F.java,judged,teambrbr47 (101),NO - Wrong answer,0
296994498,101,#include __FILE__,168,B,C++11,b.cpp,judged,teambrbr35 (101),YES,1
297449199,101,dog hits dog,169,D,C++11,D.cpp,judged,teambrbr69 (101),NO - Wrong answer,0
297618100,101,Invictus,169,C,C,c.c,judged,teambrbr33 (101),NO - Wrong answer,0
297692901,101,Array of Thrones,169,E,Java,E.java,judged,teambrbr65 (101),NO - Wrong answer,0
297800102,101,That Was Easy,169,I,C++11,I.cpp,judged,teambrbr62 (101),NO - Time limit exceeded,0
297860403,101,Bira e seus craques,169,I,C++11,I.cpp,judged,teambrbr54 (101),NO - Wrong answer,0
298011004,101,NUll TItle,170,C,Python3,C.py3,judged,teambrbr45 (101),NO - Wrong answer,0
298211405,101,Turkeys,170,F,C++11,F.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
298805306,101,while(1),171,C,C++11,C.cpp,judged,setter10 (1),NO - Runtime error,0
298858907,101,Lorem Ipsum,171,F,C++11,f.cpp,judged,teambrbr13 (101),NO - Time limit exceeded,0
299980208,101,dog hits dog,173,I,C++11,I.cpp,judged,teambrbr69 (101),YES,1
299984809,101,Six Balls,173,I,C++11,i.cpp,judged,teambrbr31 (101),YES,1
299999010,101,VDC,173,J,C++11,j.cpp,judged,teambrbr23 (101),YES,1
300307111,101,Teoria dos Papibaquígrafos,173,F,C++11,f.cpp,judged,teambrbr36 (101),NO - Wrong answer,0
300437612,101,Teorema de Offson,174,J,C++11,J.cpp,judged,teambrbr34 (101),NO - Wrong answer,0
300700613,101,That Was Easy,174,I,C++11,I.cpp,judged,teambrbr62 (101),NO - Time limit exceeded,0
300835214,101,dog hits dog,174,B,C++11,B.cpp,judged,teambrbr69 (101),YES,1
301177415,101,Tô Nem Vendo,175,F,C++11,F.cpp,judged,teambrbr2 (101),NO - Wrong answer,0
301459716,101,Bira e seus craques,175,I,C++11,I.cpp,judged,teambrbr54 (101),NO - Time limit exceeded,0
301563717,101,Algum Ritmo,175,I,C++11,I.cpp,judged,setter1 (1),NO - Runtime error,0
301756118,101,#include __FILE__,176,C,C++11,c4.cpp,judged,teambrbr35 (101),YES,1
301773019,101,Javainois,176,B,Java,B.java,judged,teambrbr7 (101),NO - Wrong answer,0
301958620,101,CalopsITA,176,I,C++11,I.cpp,judged,teambrbr56 (101),YES,1
302099521,101,D_bug,176,C,C++11,C.cxx,judged,teambrbr28 (101),NO - Wrong answer,0
302602422,101,Lorem Ipsum,177,F,C++11,f.cpp,judged,teambrbr13 (101),YES,1
302610223,101,Monkeys,177,G,C++11,G.cpp,judged,teambrbr53 (101),YES,1
303056724,101,Esse é meu time,178,F,C++11,f.cpp,judged,teambrbr29 (101),NO - Wrong answer,0
303155925,101,while(1),178,C,C++11,LucasC.cpp,judged,setter4 (1),NO - Runtime error,0
303524026,101,bit please;,179,J,C++11,J.cpp,judged,teambrbr71 (101),NO - Wrong answer,0
303544327,101,Nuclear Coders,179,G,C++11,g.cpp,judged,teambrbr72 (101),YES,1
303575728,101,Turkeys,179,F,C++11,F.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
303586829,101,ALT,179,G,C++11,g.cpp,judged,teambrbr12 (101),NO - Wrong answer,0
303599630,101,Veteranos Bolados,179,G,C++11,G.cpp,judged,teambrbr37 (101),YES,1
304049331,101,Bira e seus craques,180,I,C++11,I.cpp,judged,teambrbr54 (101),YES,1
304300532,101,while(1),180,C,C++11,C.cpp,judged,teambrbr15 (101),NO - Wrong answer,0
304356433,101,CalopsITA,180,M,C++11,M2.cpp,judged,teambrbr56 (101),NO - Wrong answer,0
304994634,101,Access Violation,181,E,Python3,E.py3,judged,teambrbr52 (101),NO - Time limit exceeded,0
305118835,101,Array of Thrones,181,E,Java,E2.java,judged,judge12 (1),NO - Class name mismatch,0
305171936,101,Over9k,181,I,C++11,I.cpp,judged,teambrbr49 (101),NO - Time limit exceeded,0
305567537,101,#include __FILE__,182,J,C++11,j.cpp,judged,teambrbr35 (101),YES,1
305596138,101,URI Luminatti,182,I,C++11,i.cpp,judged,teambrbr32 (101),NO - Time limit exceeded,0
305750939,101,TLEfobia,182,C,C++11,main.cpp,judged,setter6 (1),NO - Runtime error,0
306459940,101,Esse é meu time,184,F,C++11,f.cpp,judged,teambrbr29 (101),YES,1
307083341,101,Cafeína Overflow,185,I,C++11,I.cpp,judged,teambrbr27 (101),NO - Time limit exceeded,0
307588142,101,Algum Ritmo,185,I,C++11,I.cpp,judged,teambrbr26 (101),YES,1
307606643,101,UNESP Bauru,186,C,C++11,c.cpp,judged,setter1 (1),NO - Compilation error,0
307654744,101,Teoria dos Papibaquígrafos,186,F,C++11,f.cpp,judged,teambrbr36 (101),YES,1
308000445,101,vai_na.sort(),186,F,C++11,f.cpp,judged,teambrbr22 (101),NO - Wrong answer,0
308046746,101,UNESP Bauru,186,C,C++11,c.cpp,judged,teambrbr11 (101),NO - Wrong answer,0
308191547,101,Desistiu???,186,J,C++11,j.cpp,judged,teambrbr1 (101),NO - Wrong answer,0
308632248,101,Time da Jaula,187,J,C++11,j.cpp,judged,teambrbr25 (101),NO - Wrong answer,0
308642449,101,CalopsITA,187,M,C++11,M2.cpp,judged,teambrbr56 (101),NO - Wrong answer,0
308677150,101,BugBusters,187,J,C++11,j.cpp,judged,teambrbr58 (101),NO - Wrong answer,0
309024651,101,Bit Please,188,I,C++11,I.cpp,judged,teambrbr50 (101),NO - Wrong answer,0
309728952,101,D_bug,189,C,C++11,C.cxx,judged,teambrbr28 (101),NO - Wrong answer,0
310075453,101,Gemidão da Maratona,190,I,C++11,i.cpp,judged,teambrbr68 (101),NO - Wrong answer,0
310158454,101,Lorem Ipsum,190,B,C++11,b.cpp,judged,teambrbr13 (101),YES,1
310248755,101,Skynet dos Pampas,190,I,C++11,I.cpp,judged,teambrbr6 (101),NO - Time limit exceeded,0
311143756,101,Turkeys,191,E,C++11,E.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
311509757,101,Trei Linha,192,D,C++11,D.cpp,judged,teambrbr55 (101),NO - Wrong answer,0
311655858,101,Se juntas causa imagina juntas,192,J,C++11,J.cpp,judged,teambrbr61 (101),YES,1
311967959,101,TLEfobia,193,C,C++11,main.cpp,judged,teambrbr70 (101),YES,1
311991860,101,Six Balls,193,J,C++11,j.cpp,judged,teambrbr31 (101),NO - Wrong answer,0
312167161,101,BugBusters,193,J,C++11,j.cpp,judged,teambrbr58 (101),NO - Wrong answer,0
312620062,101,Nuclear Coders,194,I,C++11,i.cpp,judged,teambrbr72 (101),YES,1
312935163,101,dog hits dog,194,D,C++11,D.cpp,judged,teambrbr69 (101),YES,1
313392764,101,"¯\\_( ""/ )_/¯",195,L,C++11,L.cpp,judged,teambrbr44 (101),YES,1
314822765,101,Ginga com Tapioca,198,A,C++11,A.cpp,judged,teambrbr48 (101),NO - Time limit exceeded,0
316317266,101,ALT,200,G,C++11,g.cpp,judged,teambrbr12 (101),YES,1
316387467,101,That Was Easy,200,E,Python2,E.py,judged,teambrbr62 (101),NO - Wrong answer,0
316584968,101,Trupe da Biologia,200,B,C++11,b.cpp,judged,teambrbr18 (101),NO - Wrong answer,0
316649869,101,Tô Nem Vendo,201,J,C++11,j.cpp,judged,teambrbr2 (101),YES,1
316785570,101,Invictus,201,C,C,c.c,judged,teambrbr33 (101),NO - Wrong answer,0
317580271,101,Ginga com Tapioca,202,A,C++11,A.cpp,judged,teambrbr48 (101),NO - Time limit exceeded,0
317712572,101,Bit Please,202,I,C++11,I.cpp,judged,teambrbr50 (101),NO - Wrong answer,0
318184373,101,Ahozinho com Feijão,203,D,C++11,D.cpp,judged,teambrbr64 (101),NO - Wrong answer,0
318972674,101,YouShallNot.cpp,204,I,C++11,I.cpp,judged,teambrbr5 (101),NO - Time limit exceeded,0
319629275,101,Trupe da Biologia,206,B,C++11,b.cpp,judged,teambrbr18 (101),NO - Wrong answer,0
319670776,101,Turkeys,206,F,C++11,F.cpp,judged,teambrbr42 (101),YES,1
319936077,101,C ilá,206,F,C++11,F.cpp,judged,teambrbr16 (101),NO - Wrong answer,0
320046478,101,CalopsITA,206,F,C++11,F.cpp,judged,teambrbr56 (101),NO - Wrong answer,0
320058979,101,CEFETIM,206,E,Python2,E.py,judged,teambrbr57 (101),NO - Wrong answer,0
320146580,101,NUll TItle,206,C,Python3,C.py3,judged,teambrbr45 (101),NO - Wrong answer,0
320202381,101,Tô Nem Vendo,207,F,C++11,f4.cpp,judged,teambrbr2 (101),YES,1
320298682,101,URI Luminatti,207,I,C++11,i.cpp,judged,teambrbr32 (101),YES,1
320639383,101,80km é 80km @do,207,F,C++11,F.cpp,judged,teambrbr60 (101),NO - Time limit exceeded,0
321272384,101,D_bug,208,C,C++11,C.cxx,judged,teambrbr28 (101),NO - Wrong answer,0
321289985,101,CEFETIM,208,E,Python2,E.py2,judged,teambrbr57 (101),NO - Wrong answer,0
321487286,101,Só queria fazer joguinho,209,E,Python3,E.py3,judged,teambrbr63 (101),NO - Wrong answer,0
321871887,101,Lorem Ipsum,209,G,C++11,g.cpp,judged,teambrbr13 (101),YES,1
322217388,101,ALT,210,D,C++11,d.cpp,judged,teambrbr12 (101),NO - Wrong answer,0
322229789,101,Access Violation,210,F,C++11,F.cpp,judged,teambrbr52 (101),NO - Wrong answer,0
323210790,101,That Was Easy,212,E,Python2,E.py,judged,teambrbr62 (101),NO - Wrong answer,0
323422691,101,vai_na.sort(),212,J,C++11,j.cpp,judged,teambrbr22 (101),NO - Wrong answer,0
323785092,101,fuze,212,F,C++11,F.cpp,judged,teambrbr14 (101),NO - Wrong answer,0
324110393,101,UNESP Bauru,213,C,C++11,c.cpp,judged,teambrbr11 (101),NO - Wrong answer,0
324234594,101,Nuclear Coders,213,J,C++11,j.cpp,judged,teambrbr72 (101),NO - Wrong answer,0
324545095,101,Over9k,214,I,C++11,I.cpp,judged,teambrbr49 (101),NO - Wrong answer,0
325239596,101,Turkeys,215,B,C++11,B.cpp,judged,teambrbr42 (101),YES,1
325396697,101,stormtroop3rs [C],215,B,C++11,B.cpp,judged,teambrbr66 (101),NO - Wrong answer,0
325504698,101,NUll TItle,215,E,Python3,E.py3,judged,teambrbr45 (101),NO - Wrong answer,0
326060099,101,Trei Linha,216,D,C++11,D.cpp,judged,setter7 (1),NO - Runtime error,0
326115100,101,Esse é meu time,216,J,C++11,j.cpp,judged,teambrbr29 (101),YES,1
327227201,101,CEFETIM,218,F,Java,F.java,judged,teambrbr57 (101),NO - Time limit exceeded,0
327864702,101,"¯\\_( ""/ )_/¯",219,D,C++11,D.cpp,judged,teambrbr44 (101),NO - Wrong answer,0
328387203,101,Ginga com Tapioca,220,G,C++11,G.cpp,judged,teambrbr48 (101),NO - Wrong answer,0
328397004,101,Turkeys,220,E,C++11,E.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
328538405,101,BugBusters,220,J,C++11,j.cpp,judged,teambrbr58 (101),NO - Wrong answer,0
329104806,101,"One balloon at a time, please!",221,E,C++11,E.java,judged,setter7 (1),NO - Wrong Language Choice,0
329233107,101,"One balloon at a time, please!",222,E,Java,E.java,judged,teambrbr46 (101),NO - Wrong answer,0
329268508,101,Nuclear Coders,222,J,C++11,j.cpp,judged,teambrbr72 (101),YES,1
329460909,101,YouShallNot.cpp,222,I,C++11,I2.cpp,judged,teambrbr5 (101),NO - Time limit exceeded,0
329872410,101,IRMÃO OLHO,223,F,Java,F.java,judged,teambrbr24 (101),NO - Wrong answer,0
330381011,101,That Was Easy,223,B,C++11,B.cpp,judged,teambrbr62 (101),NO - Time limit exceeded,0
330827412,101,Teorema de Offson,224,B,C++11,B.cpp,judged,teambrbr34 (101),NO - Wrong answer,0
331144713,101,Six Balls,225,F,C++11,f.cpp,judged,teambrbr31 (101),NO - Wrong answer,0
331492514,101,CalopsITA,225,F,C++11,F.cpp,judged,teambrbr56 (101),YES,1
331632715,101,BugBusters,226,J,C++11,j.cpp,judged,teambrbr58 (101),NO - Wrong answer,0
331723716,101,Ahozinho com Feijão,226,D,C++11,D.cpp,judged,teambrbr64 (101),NO - Wrong answer,0
332135617,101,Over9k,226,I,C++11,I.cpp,judged,teambrbr49 (101),NO - Wrong answer,0
333331118,101,Six Balls,228,F,C++11,f.cpp,judged,teambrbr31 (101),YES,1
333576819,101,Gemidão da Maratona,229,J,C++11,j.cpp,judged,teambrbr68 (101),NO - Time limit exceeded,0
333848220,101,That Was Easy,229,E,Python3,E.py,judged,teambrbr62 (101),NO - Time limit exceeded,0
333942921,101,That Was Easy,229,E,Python3,E.py,judged,teambrbr62 (101),NO - Time limit exceeded,0
334084822,101,Trei Linha,230,D,C++11,D.cpp,judged,teambrbr55 (101),YES,1
334498023,101,Turkeys,230,E,C++11,E2.cpp,judged,teambrbr42 (101),NO - Wrong answer,0
334677724,101,RALÔTIM,231,F,Java,F.java,judged,teambrbr47 (101),NO - Wrong answer,0
334832725,101,100^o,231,I,C++11,i.cpp,judged,teambrbr40 (101),YES,1
334915026,101,Array of Thrones,231,J,Java,J.java,judged,teambrbr65 (101),NO - Time limit exceeded,0
335242227,101,That Was Easy,232,E,Python2,E.py,judged,teambrbr62 (101),NO - Wrong answer,0
335283828,101,NULL 1,232,C,Java,C.java,judged,teambrbr30 (101),NO - Wrong answer,0
335464829,101,Bira e seus craques,232,F,C++11,F.cpp,judged,teambrbr54 (101),NO - Wrong answer,0
335733030,101,YouShallNot.cpp,232,I,C++11,I2.cpp,judged,teambrbr5 (101),YES,1
336326531,101,Time da Jaula,233,J,C++11,j.cpp,judged,teambrbr25 (101),NO - Time limit exceeded,0
336536732,101,NULL 1,234,I,Java,I.java,judged,teambrbr30 (101),NO - Wrong answer,0
336583733,101,Choose difficulty: TITAN,234,B,C++11,B.cpp,judged,teambrbr3 (101),NO - Time limit exceeded,0
336746234,101,URI Luminatti,234,J,C++11,j.cpp,judged,teambrbr32 (101),NO - Wrong answer,0
337460735,101,vai_na.sort(),235,F,C++11,f.cpp,judged,teambrbr22 (101),NO - Wrong answer,0
337602736,101,Turkeys,236,E,C++11,E2.cpp,judged,teambrbr42 (101),YES,1
337758537,101,"¯\\_( ""/ )_/¯",236,D,C++11,D.cpp,judged,teambrbr44 (101),YES,1
338502638,101,Trupe da Biologia,237,B,C++11,b.cpp,judged,teambrbr18 (101),NO - Wrong answer,0
339174039,101,Desistiu???,238,J,C++11,j.cpp,judged,teambrbr1 (101),NO - Time limit exceeded,0
339263240,101,Trupe da Biologia,238,B,C++11,b_1_.cpp,judged,teambrbr18 (101),NO - Wrong answer,0
339581741,101,#include __FILE__,239,F,C++11,f.cpp,judged,teambrbr35 (101),NO - Wrong answer,0
339786242,101,80km é 80km @do,239,I,C++11,I.cpp,judged,teambrbr60 (101),NO - Time limit exceeded,0
340480843,101,Trupe da Biologia,240,B,C++11,b.cpp,judged,teambrbr18 (101),NO - Wrong answer,0
340654244,101,Invictus,241,C,C,c.c,judged,teambrbr33 (101),YES,1
341003845,101,CEFETIM,241,D,Java,D.java,judged,setter7 (1),NO - Runtime error,0
341016246,101,fuze,241,J,C++11,J.cpp,judged,teambrbr14 (101),NO - Wrong answer,0
341281547,101,Trupe da Biologia,242,B,C++11,b.cpp,judged,teambrbr18 (101),NO - Wrong answer,0
341408748,101,Ahozinho com Feijão,242,G,C++11,G.cpp,judged,teambrbr64 (101),NO - Wrong answer,0
342692849,101,BugBusters,244,B,C++11,b.cpp,judged,teambrbr58 (101),NO - Wrong answer,0
344223850,101,Array of Thrones,247,J,Java,J.java,judged,teambrbr65 (101),NO - Time limit exceeded,0
344731951,101,BugBusters,247,J,C++11,j.cpp,judged,teambrbr58 (101),NO - Time limit exceeded,0
344892852,101,#include __FILE__,248,F,C++11,f.cpp,judged,teambrbr35 (101),YES,1
345594153,101,CalopsITA,249,B,C++11,B.cpp,judged,teambrbr56 (101),YES,1
345737954,101,That Was Easy,249,B,C++11,B.cpp,judged,teambrbr62 (101),NO - Time limit exceeded,0
345801255,101,Choose difficulty: TITAN,249,G,C++11,code.cpp,judged,teambrbr3 (101),YES,1
