0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
#,Country User/Site,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,Total
349,ateamhasnoname/CRC,[ITCR] ATeamHasNoName,,,1/-,,,,,1/16,,1/-,,,,1 (16)
61,ateamhasnoname/CRC,[ITCR] ATeamHasNoName,,,1/-,,,,,1/16,,1/-,,,,1 (16)
9,ateamhasnoname/CRC,[ITCR] ATeamHasNoName,,,1/-,,,,,1/16,,1/-,,,,1 (16)
350,rasteam/CRC,[ITCR] RAS TEAM,,,3/-,,,,,1/16,,,,,,1 (16)
62,rasteam/CRC,[ITCR] RAS TEAM,,,3/-,,,,,1/16,,,,,,1 (16)
10,rasteam/CRC,[ITCR] RAS TEAM,,,3/-,,,,,1/16,,,,,,1 (16)
351,teambrbr60/BRA,[UFS] 80km é 80km @do,,,2/-,,,2/-,,1/16,4/-,,,,,1 (16)
67,teambrbr60/BRA,[UFS] 80km é 80km @do,,,2/-,,,2/-,,1/16,4/-,,,,,1 (16)
352,team17/CHI,[UCM] import minas pls,,,10/-,,,,,1/17,,,,,,1 (17)
127,team17/CHI,[UCM] import minas pls,,,10/-,,,,,1/17,,,,,,1 (17)
26,team17/CHI,[UCM] import minas pls,,,10/-,,,,,1/17,,,,,,1 (17)
353,BUC29/COL,[UFPSO] FULLPOWER UF,,,4/-,,,,,1/17,,,,,,1 (17)
47,BUC29/COL,[UFPSO] FULLPOWER UF,,,4/-,,,,,1/17,,,,,,1 (17)
38,BUC29/COL,[UFPSO] FULLPOWER UF,,,4/-,,,,,1/17,,,,,,1 (17)
354,team17/BOL,[UPDS] Coding4Food,,,,,,,,1/17,,,,,,1 (17)
128,team17/BOL,[UPDS] Coding4Food,,,,,,,,1/17,,,,,,1 (17)
39,team17/BOL,[UPDS] Coding4Food,,,,,,,,1/17,,,,,,1 (17)
355,randomnamegenerator/CRC,[ITCR] RandomNameGenerator,,,2/-,,,,,1/17,,,,,,1 (17)
63,randomnamegenerator/CRC,[ITCR] RandomNameGenerator,,,2/-,,,,,1/17,,,,,,1 (17)
11,randomnamegenerator/CRC,[ITCR] RandomNameGenerator,,,2/-,,,,,1/17,,,,,,1 (17)
356,team12/CHI,[UTAL] Devs4theWin32.zip,,,2/-,,,1/-,,1/18,,,,,,1 (18)
129,team12/CHI,[UTAL] Devs4theWin32.zip,,,2/-,,,1/-,,1/18,,,,,,1 (18)
27,team12/CHI,[UTAL] Devs4theWin32.zip,,,2/-,,,1/-,,1/18,,,,,,1 (18)
357,team212/PER,[UCSP] RedCoud,,,2/-,,,,,1/18,,,,,,1 (18)
130,team212/PER,[UCSP] RedCoud,,,2/-,,,,,1/18,,,,,,1 (18)
31,team212/PER,[UCSP] RedCoud,,,2/-,,,,,1/18,,,,,,1 (18)
358,team65/DOM,[UPR-RP] Categoria 4,,,1/-,,,,,1/18,,,,,,1 (18)
51,team65/DOM,[UPR-RP] Categoria 4,,,1/-,,,,,1/18,,,,,,1 (18)
21,team65/DOM,[UPR-RP] Categoria 4,,,1/-,,,,,1/18,,,,,,1 (18)
359,BOG21/COL,[ECCI] Unknown,,,4/-,,,,,1/18,,,,,,1 (18)
48,BOG21/COL,[ECCI] Unknown,,,4/-,,,,,1/18,,,,,,1 (18)
39,BOG21/COL,[ECCI] Unknown,,,4/-,,,,,1/18,,,,,,1 (18)
360,BUC28/COL,[UFPSO] FLYERS UF,,,,,,,,1/18,,,,,,1 (18)
49,BUC28/COL,[UFPSO] FLYERS UF,,,,,,,,1/18,,,,,,1 (18)
40,BUC28/COL,[UFPSO] FLYERS UF,,,,,,,,1/18,,,,,,1 (18)
361,team47/BOL,[UCB] SleepNote,,,6/-,,,,,1/18,,,,,,1 (18)
131,team47/BOL,[UCB] SleepNote,,,6/-,,,,,1/18,,,,,,1 (18)
40,team47/BOL,[UCB] SleepNote,,,6/-,,,,,1/18,,,,,,1 (18)
362,team8/ARG,[UNdeC] LastYear,,,5/-,,,4/-,,1/19,,,,,,1 (19)
132,team8/ARG,[UNdeC] LastYear,,,5/-,,,4/-,,1/19,,,,,,1 (19)
34,team8/ARG,[UNdeC] LastYear,,,5/-,,,4/-,,1/19,,,,,,1 (19)
363,BUC27/COL,[UFPSC] Pony Salvaje,,,,,,,,1/19,,2/-,,,,1 (19)
50,BUC27/COL,[UFPSC] Pony Salvaje,,,,,,,,1/19,,2/-,,,,1 (19)
41,BUC27/COL,[UFPSC] Pony Salvaje,,,,,,,,1/19,,2/-,,,,1 (19)
364,team5/BOL,[UAJMS] aguarague,,,,,,,,1/19,,,,,,1 (19)
133,team5/BOL,[UAJMS] aguarague,,,,,,,,1/19,,,,,,1 (19)
41,team5/BOL,[UAJMS] aguarague,,,,,,,,1/19,,,,,,1 (19)
365,nose/CRC,[ITCR] No sé,,,,,,3/-,,1/19,,,,,,1 (19)
64,nose/CRC,[ITCR] No sé,,,,,,3/-,,1/19,,,,,,1 (19)
12,nose/CRC,[ITCR] No sé,,,,,,3/-,,1/19,,,,,,1 (19)
366,team12412/SAL,[UCA] Exp++,,,2/-,,1/-,,,1/19,,,,,,1 (19)
65,team12412/SAL,[UCA] Exp++,,,2/-,,1/-,,,1/19,,,,,,1 (19)
5,team12412/SAL,[UCA] Exp++,,,2/-,,1/-,,,1/19,,,,,,1 (19)
367,team12413/SAL,[UCA] Los Cobblepots,,,,,,,,1/19,,,,,,1 (19)
66,team12413/SAL,[UCA] Los Cobblepots,,,,,,,,1/19,,,,,,1 (19)
6,team12413/SAL,[UCA] Los Cobblepots,,,,,,,,1/19,,,,,,1 (19)
368,teambrbr10/BRA,[UESPI] Dragon Ball C,,,,,,,,1/19,,,,,,1 (19)
68,teambrbr10/BRA,[UESPI] Dragon Ball C,,,,,,,,1/19,,,,,,1 (19)
369,team1241/SAL,[UCA] NERV,,,,,,2/-,,1/20,,,,,,1 (20)
67,team1241/SAL,[UCA] NERV,,,,,,2/-,,1/20,,,,,,1 (20)
7,team1241/SAL,[UCA] NERV,,,,,,2/-,,1/20,,,,,,1 (20)
370,ucla01/VEN,[UCLA] IC-Fire,,,3/-,,,,,1/20,,,,,,1 (20)
51,ucla01/VEN,[UCLA] IC-Fire,,,3/-,,,,,1/20,,,,,,1 (20)
10,ucla01/VEN,[UCLA] IC-Fire,,,3/-,,,,,1/20,,,,,,1 (20)
371,team12410/SAL,[UCA] Papaqueso,,,2/-,,,2/-,,1/20,,,,,1/-,1 (20)
68,team12410/SAL,[UCA] Papaqueso,,,2/-,,,2/-,,1/20,,,,,1/-,1 (20)
8,team12410/SAL,[UCA] Papaqueso,,,2/-,,,2/-,,1/20,,,,,1/-,1 (20)
372,team12411/SAL,[UCA] Deskbots,,,,,,3/-,,1/20,,,,,,1 (20)
69,team12411/SAL,[UCA] Deskbots,,,,,,3/-,,1/20,,,,,,1 (20)
9,team12411/SAL,[UCA] Deskbots,,,,,,3/-,,1/20,,,,,,1 (20)
373,teambrbr7/BRA,[CEULJI-ULBRA] Javainois,,2/-,,,,,,1/20,,,,,,1 (20)
69,teambrbr7/BRA,[CEULJI-ULBRA] Javainois,,2/-,,,,,,1/20,,,,,,1 (20)
374,team45/DOM,[UPR-B] Dispatcher,,,,2/-,,1/-,,1/21,,,,,,1 (21)
52,team45/DOM,[UPR-B] Dispatcher,,,,2/-,,1/-,,1/21,,,,,,1 (21)
22,team45/DOM,[UPR-B] Dispatcher,,,,2/-,,1/-,,1/21,,,,,,1 (21)
375,BOG07/COL,[ECI] KDemy,,,1/-,,,,,1/21,,,,,,1 (21)
52,BOG07/COL,[ECI] KDemy,,,1/-,,,,,1/21,,,,,,1 (21)
42,BOG07/COL,[ECI] KDemy,,,1/-,,,,,1/21,,,,,,1 (21)
376,ECU47/COL,[UA] NULLTEAM,,,1/-,,,1/-,,1/21,,,,,,1 (21)
53,ECU47/COL,[UA] NULLTEAM,,,1/-,,,1/-,,1/21,,,,,,1 (21)
43,ECU47/COL,[UA] NULLTEAM,,,1/-,,,1/-,,1/21,,,,,,1 (21)
377,teambrbr20/BRA,[UFT] C de Carrasco,,,1/-,,,,,1/21,,,,,,1 (21)
70,teambrbr20/BRA,[UFT] C de Carrasco,,,1/-,,,,,1/21,,,,,,1 (21)
378,332224/MEX,[ITSR] Los Rolones - ITSR,2/-,,,,,,,1/21,,1/-,,,,1 (21)
70,332224/MEX,[ITSR] Los Rolones - ITSR,2/-,,,,,,,1/21,,1/-,,,,1 (21)
48,332224/MEX,[ITSR] Los Rolones - ITSR,2/-,,,,,,,1/21,,1/-,,,,1 (21)
379,team101/PER,[Esan University] CodeBreakers++,,,,,,,,1/22,,1/-,,,,1 (22)
134,team101/PER,[Esan University] CodeBreakers++,,,,,,,,1/22,,1/-,,,,1 (22)
32,team101/PER,[Esan University] CodeBreakers++,,,,,,,,1/22,,1/-,,,,1 (22)
380,team11/BOL,[USIP] Born for Code,,,5/-,,,2/-,,1/22,,9/-,,,,1 (22)
135,team11/BOL,[USIP] Born for Code,,,5/-,,,2/-,,1/22,,9/-,,,,1 (22)
42,team11/BOL,[USIP] Born for Code,,,5/-,,,2/-,,1/22,,9/-,,,,1 (22)
381,iujo02/VEN,[IUJO] IUJO02,,,7/-,,,,,1/22,,,,,,1 (22)
54,iujo02/VEN,[IUJO] IUJO02,,,7/-,,,,,1/22,,,,,,1 (22)
11,iujo02/VEN,[IUJO] IUJO02,,,7/-,,,,,1/22,,,,,,1 (22)
382,team3/CHI,[UDEC] Men-AS,,,4/-,,,1/-,,1/23,,,,,,1 (23)
136,team3/CHI,[UDEC] Men-AS,,,4/-,,,1/-,,1/23,,,,,,1 (23)
28,team3/CHI,[UDEC] Men-AS,,,4/-,,,1/-,,1/23,,,,,,1 (23)
383,team1243/SAL,[UCA] IllegalSkillException,,,,,,4/-,,1/23,,,,,,1 (23)
71,team1243/SAL,[UCA] IllegalSkillException,,,,,,4/-,,1/23,,,,,,1 (23)
10,team1243/SAL,[UCA] IllegalSkillException,,,,,,4/-,,1/23,,,,,,1 (23)
384,team53/BOL,[UTO] The newest,,,3/-,,,,,1/23,,,,,,1 (23)
137,team53/BOL,[UTO] The newest,,,3/-,,,,,1/23,,,,,,1 (23)
43,team53/BOL,[UTO] The newest,,,3/-,,,,,1/23,,,,,,1 (23)
385,coda/CRC,[ITCR] CODA,,,,,,3/-,,1/23,,1/-,,,,1 (23)
72,coda/CRC,[ITCR] CODA,,,,,,3/-,,1/23,,1/-,,,,1 (23)
13,coda/CRC,[ITCR] CODA,,,,,,3/-,,1/23,,1/-,,,,1 (23)
386,team12414/SAL,[UCA] TimeSages,,,,,,1/-,,1/24,,,,,,1 (24)
73,team12414/SAL,[UCA] TimeSages,,,,,,1/-,,1/24,,,,,,1 (24)
11,team12414/SAL,[UCA] TimeSages,,,,,,1/-,,1/24,,,,,,1 (24)
387,team21/CUB,[COSTAATT-CC] Brogrammers,,,,,,,,1/25,,,,,,1 (25)
53,team21/CUB,[COSTAATT-CC] Brogrammers,,,,,,,,1/25,,,,,,1 (25)
31,team21/CUB,[COSTAATT-CC] Brogrammers,,,,,,,,1/25,,,,,,1 (25)
388,MED42/COL,[EAFIT] Reeborn,,,5/-,,,,,1/26,,,,,,1 (26)
55,MED42/COL,[EAFIT] Reeborn,,,5/-,,,,,1/26,,,,,,1 (26)
44,MED42/COL,[EAFIT] Reeborn,,,5/-,,,,,1/26,,,,,,1 (26)
389,team50/BOL,[UNSXX] TEAM CORE,,,1/-,,,,,1/26,,,,,,1 (26)
138,team50/BOL,[UNSXX] TEAM CORE,,,1/-,,,,,1/26,,,,,,1 (26)
44,team50/BOL,[UNSXX] TEAM CORE,,,1/-,,,,,1/26,,,,,,1 (26)
390,team23/BOL,[UPDS] Enigma Corporaciones,,,,,,2/-,,1/27,,1/-,,,,1 (27)
139,team23/BOL,[UPDS] Enigma Corporaciones,,,,,,2/-,,1/27,,1/-,,,,1 (27)
45,team23/BOL,[UPDS] Enigma Corporaciones,,,,,,2/-,,1/27,,1/-,,,,1 (27)
391,team37/DOM,[PUCMM] NewHope,,,,,,,,1/30,,1/-,,,,1 (30)
54,team37/DOM,[PUCMM] NewHope,,,,,,,,1/30,,1/-,,,,1 (30)
23,team37/DOM,[PUCMM] NewHope,,,,,,,,1/30,,1/-,,,,1 (30)
392,yggdrasil/CRC,[ITCR] Yggdrasil,,,2/-,,,,,1/30,,,,,,1 (30)
74,yggdrasil/CRC,[ITCR] Yggdrasil,,,2/-,,,,,1/30,,,,,,1 (30)
14,yggdrasil/CRC,[ITCR] Yggdrasil,,,2/-,,,,,1/30,,,,,,1 (30)
393,team27/CHI,[UFRO] LoxoSceles,,,3/-,,1/-,,,1/31,1/-,,,,,1 (31)
140,team27/CHI,[UFRO] LoxoSceles,,,3/-,,1/-,,,1/31,1/-,,,,,1 (31)
29,team27/CHI,[UFRO] LoxoSceles,,,3/-,,1/-,,,1/31,1/-,,,,,1 (31)
394,team216/PER,[UCSM] DarkCode,,,1/-,,,,,1/32,,2/-,,,,1 (32)
141,team216/PER,[UCSM] DarkCode,,,1/-,,,,,1/32,,2/-,,,,1 (32)
33,team216/PER,[UCSM] DarkCode,,,1/-,,,,,1/32,,2/-,,,,1 (32)
395,team1242/SAL,[UCA] Hardcore Code,,,1/-,,,1/-,2/-,1/32,2/-,,,,,1 (32)
75,team1242/SAL,[UCA] Hardcore Code,,,1/-,,,1/-,2/-,1/32,2/-,,,,,1 (32)
12,team1242/SAL,[UCA] Hardcore Code,,,1/-,,,1/-,2/-,1/32,2/-,,,,,1 (32)
396,team15/CUB,[UC-CP] TheRookies,,,1/-,,,,,1/33,,,,,,1 (33)
55,team15/CUB,[UC-CP] TheRookies,,,1/-,,,,,1/33,,,,,,1 (33)
32,team15/CUB,[UC-CP] TheRookies,,,1/-,,,,,1/33,,,,,,1 (33)
397,team17/CUB,[UPR] UPRising,,,3/-,,2/-,,,2/14,,,,,,1 (34)
56,team17/CUB,[UPR] UPRising,,,3/-,,2/-,,,2/14,,,,,,1 (34)
33,team17/CUB,[UPR] UPRising,,,3/-,,2/-,,,2/14,,,,,,1 (34)
398,teambrbr43/BRA,[IFNMG-Montes Claros] Na zdrowie!,,,4/-,,,,,1/34,,,,,,1 (34)
71,teambrbr43/BRA,[IFNMG-Montes Claros] Na zdrowie!,,,4/-,,,,,1/34,,,,,,1 (34)
399,BAR03/COL,[UNB] UNQwerty,,,4/-,,,,,2/15,,,,,,1 (35)
56,BAR03/COL,[UNB] UNQwerty,,,4/-,,,,,2/15,,,,,,1 (35)
45,BAR03/COL,[UNB] UNQwerty,,,4/-,,,,,2/15,,,,,,1 (35)
400,team46/DOM,[UPR-B] Dai-Gurren,,,,,,,,1/35,,,,,,1 (35)
57,team46/DOM,[UPR-B] Dai-Gurren,,,,,,,,1/35,,,,,,1 (35)
24,team46/DOM,[UPR-B] Dai-Gurren,,,,,,,,1/35,,,,,,1 (35)
401,BOG13/COL,[UI] The Law,,,,,,,,1/35,,7/-,,,1/-,1 (35)
57,BOG13/COL,[UI] The Law,,,,,,,,1/35,,7/-,,,1/-,1 (35)
46,BOG13/COL,[UI] The Law,,,,,,,,1/35,,7/-,,,1/-,1 (35)
402,team20/ARG,[UNLaR] One For All,,,,,,,,1/35,,,,,,1 (35)
142,team20/ARG,[UNLaR] One For All,,,,,,,,1/35,,,,,,1 (35)
35,team20/ARG,[UNLaR] One For All,,,,,,,,1/35,,,,,,1 (35)
403,team1244/SAL,[UCA] SuperToaster,,,,,,6/-,,2/19,,,,,,1 (39)
76,team1244/SAL,[UCA] SuperToaster,,,,,,6/-,,2/19,,,,,,1 (39)
13,team1244/SAL,[UCA] SuperToaster,,,,,,6/-,,2/19,,,,,,1 (39)
404,ula03/VEN,[ULA] NoLanguage,,,5/-,,,,,1/41,,1/-,,,,1 (41)
58,ula03/VEN,[ULA] NoLanguage,,,5/-,,,,,1/41,,1/-,,,,1 (41)
12,ula03/VEN,[ULA] NoLanguage,,,5/-,,,,,1/41,,1/-,,,,1 (41)
405,332217/MEX,[UAdeC_Saltillo] Grafoliebers (╯°□°)╯︵ ɹoɹɹƎ - UAdeC_Saltillo,,,,,,,,1/43,,,,,,1 (43)
77,332217/MEX,[UAdeC_Saltillo] Grafoliebers (╯°□°)╯︵ ɹoɹɹƎ - UAdeC_Saltillo,,,,,,,,1/43,,,,,,1 (43)
49,332217/MEX,[UAdeC_Saltillo] Grafoliebers (╯°□°)╯︵ ɹoɹɹƎ - UAdeC_Saltillo,,,,,,,,1/43,,,,,,1 (43)
406,uptafbf01/VEN,[UPTAFBF] ARRAU[0],,,,,,,,2/24,,,,,,1 (44)
59,uptafbf01/VEN,[UPTAFBF] ARRAU[0],,,,,,,,2/24,,,,,,1 (44)
13,uptafbf01/VEN,[UPTAFBF] ARRAU[0],,,,,,,,2/24,,,,,,1 (44)
407,team33/BOL,[UAJMS] LOS LEGENDARIOS,,,6/-,,,,,1/45,,1/-,,,,1 (45)
143,team33/BOL,[UAJMS] LOS LEGENDARIOS,,,6/-,,,,,1/45,,1/-,,,,1 (45)
46,team33/BOL,[UAJMS] LOS LEGENDARIOS,,,6/-,,,,,1/45,,1/-,,,,1 (45)
408,team29/CHI,[UAB] Valhalla,,,,,,,,2/29,,,,,,1 (49)
144,team29/CHI,[UAB] Valhalla,,,,,,,,2/29,,,,,,1 (49)
30,team29/CHI,[UAB] Valhalla,,,,,,,,2/29,,,,,,1 (49)
409,team1245/SAL,[UCA] The nullptrs,,,2/-,,,2/-,,2/30,,3/-,,,,1 (50)
78,team1245/SAL,[UCA] The nullptrs,,,2/-,,,2/-,,2/30,,3/-,,,,1 (50)
14,team1245/SAL,[UCA] The nullptrs,,,2/-,,,2/-,,2/30,,3/-,,,,1 (50)
410,team27/BOL,[UDABOL] Gamers-UD,,,,,,,,2/32,,3/-,,,,1 (52)
145,team27/BOL,[UDABOL] Gamers-UD,,,,,,,,2/32,,3/-,,,,1 (52)
47,team27/BOL,[UDABOL] Gamers-UD,,,,,,,,2/32,,3/-,,,,1 (52)
411,team26/CHI,[UFRO] CodeFenix,,,2/-,,,,,2/34,,,,,,1 (54)
146,team26/CHI,[UFRO] CodeFenix,,,2/-,,,,,2/34,,,,,,1 (54)
31,team26/CHI,[UFRO] CodeFenix,,,2/-,,,,,2/34,,,,,,1 (54)
412,puravida/CRC,[UNA] Pura Vida,,,3/-,,,2/-,,2/34,,1/-,,,,1 (54)
79,puravida/CRC,[UNA] Pura Vida,,,3/-,,,2/-,,2/34,,1/-,,,,1 (54)
15,puravida/CRC,[UNA] Pura Vida,,,3/-,,,2/-,,2/34,,1/-,,,,1 (54)
413,team62/DOM,[UPR-RP] lmaosec,,,,,,,,2/35,,,,,,1 (55)
58,team62/DOM,[UPR-RP] lmaosec,,,,,,,,2/35,,,,,,1 (55)
25,team62/DOM,[UPR-RP] lmaosec,,,,,,,,2/35,,,,,,1 (55)
414,team26/CUB,[ITM] ITM-6,,,,,,,,1/56,,2/-,,,,1 (56)
59,team26/CUB,[ITM] ITM-6,,,,,,,,1/56,,2/-,,,,1 (56)
34,team26/CUB,[ITM] ITM-6,,,,,,,,1/56,,2/-,,,,1 (56)
415,team14/BOL,[UAB] CODE_RED,,,,,,2/-,,1/58,,,,,,1 (58)
147,team14/BOL,[UAB] CODE_RED,,,,,,2/-,,1/58,,,,,,1 (58)
48,team14/BOL,[UAB] CODE_RED,,,,,,2/-,,1/58,,,,,,1 (58)
416,team22/BOL,[UNIOR] Empower++,,,,,,,,1/58,,2/-,,,,1 (58)
148,team22/BOL,[UNIOR] Empower++,,,,,,,,1/58,,2/-,,,,1 (58)
49,team22/BOL,[UNIOR] Empower++,,,,,,,,1/58,,2/-,,,,1 (58)
417,team13/CHI,[UTAL] anno means an^~o,,,1/-,1/-,,,,1/60,,,,,,1 (60)
149,team13/CHI,[UTAL] anno means an^~o,,,1/-,1/-,,,,1/60,,,,,,1 (60)
32,team13/CHI,[UTAL] anno means an^~o,,,1/-,1/-,,,,1/60,,,,,,1 (60)
418,team3/BOL,[UAJMS] 1/4 de milla,,,3/-,,,,,1/63,,3/-,,,,1 (63)
150,team3/BOL,[UAJMS] 1/4 de milla,,,3/-,,,,,1/63,,3/-,,,,1 (63)
50,team3/BOL,[UAJMS] 1/4 de milla,,,3/-,,,,,1/63,,3/-,,,,1 (63)
419,team1/BOL,[UNITEPC] 123,,,,,,,,2/50,,2/-,,,,1 (70)
151,team1/BOL,[UNITEPC] 123,,,,,,,,2/50,,2/-,,,,1 (70)
51,team1/BOL,[UNITEPC] 123,,,,,,,,2/50,,2/-,,,,1 (70)
420,332228/MEX,[ITESO] Conet - ITESO,,,,2/-,,,,3/31,,,,,,1 (71)
80,332228/MEX,[ITESO] Conet - ITESO,,,,2/-,,,,3/31,,,,,,1 (71)
50,332228/MEX,[ITESO] Conet - ITESO,,,,2/-,,,,3/31,,,,,,1 (71)
421,team02/CUB,[UDG-M] FR13NDS,,,10/-,,,1/-,,3/34,,,,,,1 (74)
60,team02/CUB,[UDG-M] FR13NDS,,,10/-,,,1/-,,3/34,,,,,,1 (74)
35,team02/CUB,[UDG-M] FR13NDS,,,10/-,,,1/-,,3/34,,,,,,1 (74)
422,noobsters/CRC,[UCR] The Noobsters,,6/-,,,,3/-,,3/44,,2/-,,,,1 (84)
81,noobsters/CRC,[UCR] The Noobsters,,6/-,,,,3/-,,3/44,,2/-,,,,1 (84)
16,noobsters/CRC,[UCR] The Noobsters,,6/-,,,,3/-,,3/44,,2/-,,,,1 (84)
423,riesgoelectrico/CRC,[ITCR] Riesgo Eléctrico,,,4/-,,,4/-,,3/46,,,,,,1 (86)
82,riesgoelectrico/CRC,[ITCR] Riesgo Eléctrico,,,4/-,,,4/-,,3/46,,,,,,1 (86)
17,riesgoelectrico/CRC,[ITCR] Riesgo Eléctrico,,,4/-,,,4/-,,3/46,,,,,,1 (86)
424,team12415/SAL,[UCA] Fovial,,,,3/-,,3/-,,2/97,,,,,,1 (117)
83,team12415/SAL,[UCA] Fovial,,,,3/-,,3/-,,2/97,,,,,,1 (117)
15,team12415/SAL,[UCA] Fovial,,,,3/-,,3/-,,2/97,,,,,,1 (117)
425,iujo01/VEN,[IUJO] IUJO01,,,7/-,,,1/-,,2/121,,,,,,1 (141)
60,iujo01/VEN,[IUJO] IUJO01,,,7/-,,,1/-,,2/121,,,,,,1 (141)
14,iujo01/VEN,[IUJO] IUJO01,,,7/-,,,1/-,,2/121,,,,,,1 (141)
426,team47/DOM,[UPR-B] Polychromatic,,,,,,,,3/104,,,,,,1 (144)
61,team47/DOM,[UPR-B] Polychromatic,,,,,,,,3/104,,,,,,1 (144)
26,team47/DOM,[UPR-B] Polychromatic,,,,,,,,3/104,,,,,,1 (144)
427,teambrbr24/BRA,[UFAC] IRMÃO OLHO,,,,,,1/-,,4/104,,,,,,1 (164)
72,teambrbr24/BRA,[UFAC] IRMÃO OLHO,,,,,,1/-,,4/104,,,,,,1 (164)
428,team001/PAN,[Universidad Del Istmo] Javagarrandolosuyo,,,,,,,,3/133,,,,,,1 (173)
84,team001/PAN,[Universidad Del Istmo] Javagarrandolosuyo,,,,,,,,3/133,,,,,,1 (173)
2,team001/PAN,[Universidad Del Istmo] Javagarrandolosuyo,,,,,,,,3/133,,,,,,1 (173)
429,team55/BOL,[UTO] VEUX,,,1/-,,,,,4/171,,,,,,1 (231)
152,team55/BOL,[UTO] VEUX,,,1/-,,,,,4/171,,,,,,1 (231)
52,team55/BOL,[UTO] VEUX,,,1/-,,,,,4/171,,,,,,1 (231)
430,team13/BOL,[CEC] C++UMPAS,,,,,,,,9/163,,,,,,1 (323)
153,team13/BOL,[CEC] C++UMPAS,,,,,,,,9/163,,,,,,1 (323)
53,team13/BOL,[CEC] C++UMPAS,,,,,,,,9/163,,,,,,1 (323)
431,team215/PER,[UNAP] Titanes,,,,,,,,5/295,,,,,,1 (375)
154,team215/PER,[UNAP] Titanes,,,,,,,,5/295,,,,,,1 (375)
34,team215/PER,[UNAP] Titanes,,,,,,,,5/295,,,,,,1 (375)
432,team4/ARG,[UTN-FRBA] MK3,,,,,,,,,,,,,,0 (0)
155,team4/ARG,[UTN-FRBA] MK3,,,,,,,,,,,,,,0 (0)
36,team4/ARG,[UTN-FRBA] MK3,,,,,,,,,,,,,,0 (0)
433,ECU46/COL,[UG] Los Cybors,,,,,,,,,,,,,,0 (0)
61,ECU46/COL,[UG] Los Cybors,,,,,,,,,,,,,,0 (0)
47,ECU46/COL,[UG] Los Cybors,,,,,,,,,,,,,,0 (0)
434,team00/SAL,[UCA] Test,,,,,,,,,,,,,,0 (0)
85,team00/SAL,[UCA] Test,,,,,,,,,,,,,,0 (0)
16,team00/SAL,[UCA] Test,,,,,,,,,,,,,,0 (0)
435,team35/BOL,[UNIFRANZ] MAGIOS,,,,,,,,13/-,,,,,,0 (0)
156,team35/BOL,[UNIFRANZ] MAGIOS,,,,,,,,13/-,,,,,,0 (0)
54,team35/BOL,[UNIFRANZ] MAGIOS,,,,,,,,13/-,,,,,,0 (0)
436,team45/BOL,[UNIFRANZ] Rocket,,,,,,5/-,,15/-,,,,,,0 (0)
157,team45/BOL,[UNIFRANZ] Rocket,,,,,,5/-,,15/-,,,,,,0 (0)
55,team45/BOL,[UNIFRANZ] Rocket,,,,,,5/-,,15/-,,,,,,0 (0)
437,uptafbf02/VEN,[UPTAFBF] ARRAU[1],,,,,,,,3/-,,,,,,0 (0)
62,uptafbf02/VEN,[UPTAFBF] ARRAU[1],,,,,,,,3/-,,,,,,0 (0)
15,uptafbf02/VEN,[UPTAFBF] ARRAU[1],,,,,,,,3/-,,,,,,0 (0)
438,uptafbf03/VEN,[UPTAFBF] ARRAU[2],,,,,,,,,,,,,,0 (0)
63,uptafbf03/VEN,[UPTAFBF] ARRAU[2],,,,,,,,,,,,,,0 (0)
16,uptafbf03/VEN,[UPTAFBF] ARRAU[2],,,,,,,,,,,,,,0 (0)
439,abc/CRC,[ITCR] ABC,,,,,,,,,,,,,,0 (0)
86,abc/CRC,[ITCR] ABC,,,,,,,,,,,,,,0 (0)
18,abc/CRC,[ITCR] ABC,,,,,,,,,,,,,,0 (0)
440,team002/PAN,[Universidad de Panama] MKC,,,,,,,,,,,,,,0 (0)
87,team002/PAN,[Universidad de Panama] MKC,,,,,,,,,,,,,,0 (0)
3,team002/PAN,[Universidad de Panama] MKC,,,,,,,,,,,,,,0 (0)
441,team005/PAN,[Universidad Internacional de Ciencia y Tecnologia] Unicyt-1,,,,,,,,,,,,,,0 (0)
88,team005/PAN,[Universidad Internacional de Ciencia y Tecnologia] Unicyt-1,,,,,,,,,,,,,,0 (0)
4,team005/PAN,[Universidad Internacional de Ciencia y Tecnologia] Unicyt-1,,,,,,,,,,,,,,0 (0)
442,team006/PAN,[Universidad Americana] UAM-PTY,,,,,,,,,,,,,,0 (0)
89,team006/PAN,[Universidad Americana] UAM-PTY,,,,,,,,,,,,,,0 (0)
5,team006/PAN,[Universidad Americana] UAM-PTY,,,,,,,,,,,,,,0 (0)
