0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
#,Country User/Site,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,Total
12,332198/MEX,[UAdeC_Saltillo] Supernovas - UAdeC_Saltillo,,,1/71,,1/226,,,1/4,1/-,2/-,,,,3 (301)
12,332198/MEX,[UAdeC_Saltillo] Supernovas - UAdeC_Saltillo,,,1/71,,1/226,,,1/4,1/-,2/-,,,,3 (301)
80,332210/MEX,[UNAM] La cabaña del tio Raggi - UNAM ENES Morelia,,,1/98,,,,1/-,1/9,,,2/175,1/-,,3 (302)
13,332210/MEX,[UNAM] La cabaña del tio Raggi - UNAM ENES Morelia,,,1/98,,,,1/-,1/9,,,2/175,1/-,,3 (302)
13,332210/MEX,[UNAM] La cabaña del tio Raggi - UNAM ENES Morelia,,,1/98,,,,1/-,1/9,,,2/175,1/-,,3 (302)
81,ticobits/CRC,[UCR] TicoBits,,,1/56,,1/253,,,1/15,1/-,,,,,3 (324)
14,ticobits/CRC,[UCR] TicoBits,,,1/56,,1/253,,,1/15,1/-,,,,,3 (324)
1,ticobits/CRC,[UCR] TicoBits,,,1/56,,1/253,,,1/15,1/-,,,,,3 (324)
82,usb03/VEN,[USB] Ondas Binarias Gravitacionales,,,1/59,,2/-,,,1/8,3/226,,,,,3 (333)
7,usb03/VEN,[USB] Ondas Binarias Gravitacionales,,,1/59,,2/-,,,1/8,3/226,,,,,3 (333)
2,usb03/VEN,[USB] Ondas Binarias Gravitacionales,,,1/59,,2/-,,,1/8,3/226,,,,,3 (333)
83,team52/BOL,[UMSS] team.getAnotherName(),,,1/47,,4/236,,,1/4,1/-,,,,,3 (347)
20,team52/BOL,[UMSS] team.getAnotherName(),,,1/47,,4/236,,,1/4,1/-,,,,,3 (347)
4,team52/BOL,[UMSS] team.getAnotherName(),,,1/47,,4/236,,,1/4,1/-,,,,,3 (347)
84,332200/MEX,[DICISUG] Wolves - DICISUG,,,1/148,,,,,2/4,,5/112,,,,3 (364)
15,332200/MEX,[DICISUG] Wolves - DICISUG,,,1/148,,,,,2/4,,5/112,,,,3 (364)
14,332200/MEX,[DICISUG] Wolves - DICISUG,,,1/148,,,,,2/4,,5/112,,,,3 (364)
85,team22/CHI,[USACH_ING] Vintage,,,1/35,,,,,1/11,,4/262,,,1/-,3 (368)
21,team22/CHI,[USACH_ING] Vintage,,,1/35,,,,,1/11,,4/262,,,1/-,3 (368)
2,team22/CHI,[USACH_ING] Vintage,,,1/35,,,,,1/11,,4/262,,,1/-,3 (368)
86,BOG18/COL,[UAC] UniandesJuan,,,1/47,,1/-,4/-,,1/11,2/-,2/292,,,,3 (370)
8,BOG18/COL,[UAC] UniandesJuan,,,1/47,,1/-,4/-,,1/11,2/-,2/292,,,,3 (370)
6,BOG18/COL,[UAC] UniandesJuan,,,1/47,,1/-,4/-,,1/11,2/-,2/292,,,,3 (370)
87,team107/PER,[UNI-FC] CoreMasters,1/-,2/-,1/48,,4/261,3/-,,1/4,2/-,1/-,,,,3 (373)
22,team107/PER,[UNI-FC] CoreMasters,1/-,2/-,1/48,,4/261,3/-,,1/4,2/-,1/-,,,,3 (373)
9,team107/PER,[UNI-FC] CoreMasters,1/-,2/-,1/48,,4/261,3/-,,1/4,2/-,1/-,,,,3 (373)
88,team111/PER,[UNI-FIIS] CDH,,1/285,1/85,,,3/-,,1/4,,,,,,3 (374)
23,team111/PER,[UNI-FIIS] CDH,,1/285,1/85,,,3/-,,1/4,,,,,,3 (374)
10,team111/PER,[UNI-FIIS] CDH,,1/285,1/85,,,3/-,,1/4,,,,,,3 (374)
89,team53/DOM,[UPR-M] Jenga Code,,,2/69,,,2/259,,1/9,,,,,2/-,3 (377)
12,team53/DOM,[UPR-M] Jenga Code,,,2/69,,,2/259,,1/9,,,,,2/-,3 (377)
2,team53/DOM,[UPR-M] Jenga Code,,,2/69,,,2/259,,1/9,,,,,2/-,3 (377)
90,332215/MEX,[ITESM-Puebla] Los Flotantes - ITESM-Puebla,,,1/54,,3/257,,,1/27,2/-,,,,,3 (378)
16,332215/MEX,[ITESM-Puebla] Los Flotantes - ITESM-Puebla,,,1/54,,3/257,,,1/27,2/-,,,,,3 (378)
15,332215/MEX,[ITESM-Puebla] Los Flotantes - ITESM-Puebla,,,1/54,,3/257,,,1/27,2/-,,,,,3 (378)
91,team19/ARG,[UBA-FCEN] Brulston,,1/-,2/58,,4/-,,,1/12,,3/249,,,,3 (379)
24,team19/ARG,[UBA-FCEN] Brulston,,1/-,2/58,,4/-,,,1/12,,3/249,,,,3 (379)
8,team19/ARG,[UBA-FCEN] Brulston,,1/-,2/58,,4/-,,,1/12,,3/249,,,,3 (379)
92,team3/ARG,[UNDAV] BlackRock,,1/-,1/54,,3/287,,,1/9,4/-,,,,,3 (390)
25,team3/ARG,[UNDAV] BlackRock,,1/-,1/54,,3/287,,,1/9,4/-,,,,,3 (390)
9,team3/ARG,[UNDAV] BlackRock,,1/-,1/54,,3/287,,,1/9,4/-,,,,,3 (390)
93,MED40/COL,[EAFIT] Almond,,,3/65,,2/262,,,1/6,2/-,,,,,3 (393)
9,MED40/COL,[EAFIT] Almond,,,3/65,,2/262,,,1/6,2/-,,,,,3 (393)
7,MED40/COL,[EAFIT] Almond,,,3/65,,2/262,,,1/6,2/-,,,,,3 (393)
94,332216/MEX,[UADY] Coding Horror - UADY,,,1/79,,,,,1/9,,3/285,,,,3 (413)
17,332216/MEX,[UADY] Coding Horror - UADY,,,1/79,,,,,1/9,,3/285,,,,3 (413)
16,332216/MEX,[UADY] Coding Horror - UADY,,,1/79,,,,,1/9,,3/285,,,,3 (413)
95,team27/ARG,[UBA-FCEN] AlgoEsAlgo,,,4/107,,,,,1/11,2/216,1/-,,,,3 (414)
26,team27/ARG,[UBA-FCEN] AlgoEsAlgo,,,4/107,,,,,1/11,2/216,1/-,,,,3 (414)
10,team27/ARG,[UBA-FCEN] AlgoEsAlgo,,,4/107,,,,,1/11,2/216,1/-,,,,3 (414)
96,team15/CHI,[UCHILE] SegmentTeam,,,3/184,,1/-,,,1/4,1/210,,,,,3 (438)
27,team15/CHI,[UCHILE] SegmentTeam,,,3/184,,1/-,,,1/4,1/210,,,,,3 (438)
3,team15/CHI,[UCHILE] SegmentTeam,,,3/184,,1/-,,,1/4,1/210,,,,,3 (438)
97,teambrbr5/BRA,[UFPR] YouShallNot.cpp,,,3/116,,,,,1/7,4/232,,,,,3 (455)
32,teambrbr5/BRA,[UFPR] YouShallNot.cpp,,,3/116,,,,,1/7,4/232,,,,,3 (455)
98,team07/CUB,[UCLV] Accepted,,,2/242,,,1/-,,2/10,2/143,,,,,3 (455)
13,team07/CUB,[UCLV] Accepted,,,2/242,,,1/-,,2/10,2/143,,,,,3 (455)
11,team07/CUB,[UCLV] Accepted,,,2/242,,,1/-,,2/10,2/143,,,,,3 (455)
99,teambrbr4/BRA,[UEA] Wesley e os Safadões,,,5/130,,3/-,,,1/2,3/281,,,,,3 (533)
33,teambrbr4/BRA,[UEA] Wesley e os Safadões,,,5/130,,3/-,,,1/2,3/281,,,,,3 (533)
100,351266/MEX,[UGTODCNE] FMB - UGTODCNE,,4/-,7/234,,1/-,,,1/11,,1/270,,,,3 (635)
18,351266/MEX,[UGTODCNE] FMB - UGTODCNE,,4/-,7/234,,1/-,,,1/11,,1/270,,,,3 (635)
17,351266/MEX,[UGTODCNE] FMB - UGTODCNE,,4/-,7/234,,1/-,,,1/11,,1/270,,,,3 (635)
101,team41/BOL,[UMSS] Qué Pasó?,,,1/21,,,,,1/4,4/-,5/-,,,2/-,2 (25)
28,team41/BOL,[UMSS] Qué Pasó?,,,1/21,,,,,1/4,4/-,5/-,,,2/-,2 (25)
5,team41/BOL,[UMSS] Qué Pasó?,,,1/21,,,,,1/4,4/-,5/-,,,2/-,2 (25)
102,teambrbr16/BRA,[UFSCar-Sorocaba] C ilá,,,1/32,,,3/-,,1/6,,,,,,2 (38)
34,teambrbr16/BRA,[UFSCar-Sorocaba] C ilá,,,1/32,,,3/-,,1/6,,,,,,2 (38)
103,332494/MEX,[ITESM-Puebla] bool basaur - ITESM-Puebla,,,1/37,,1/-,1/-,,1/4,2/-,,,,,2 (41)
19,332494/MEX,[ITESM-Puebla] bool basaur - ITESM-Puebla,,,1/37,,1/-,1/-,,1/4,2/-,,,,,2 (41)
18,332494/MEX,[ITESM-Puebla] bool basaur - ITESM-Puebla,,,1/37,,1/-,1/-,,1/4,2/-,,,,,2 (41)
104,team28/ARG,[UNA] You shall not compile,,1/-,1/35,,,,,1/10,,,,,,2 (45)
29,team28/ARG,[UNA] You shall not compile,,1/-,1/35,,,,,1/10,,,,,,2 (45)
11,team28/ARG,[UNA] You shall not compile,,1/-,1/35,,,,,1/10,,,,,,2 (45)
105,BOG05/COL,[ECI] ECIGMA ALPHA,,1/-,1/35,,7/-,,1/-,1/12,,,,,,2 (47)
10,BOG05/COL,[ECI] ECIGMA ALPHA,,1/-,1/35,,7/-,,1/-,1/12,,,,,,2 (47)
8,BOG05/COL,[ECI] ECIGMA ALPHA,,1/-,1/35,,7/-,,1/-,1/12,,,,,,2 (47)
106,team109/PER,[UPC] ColorPuertaTeam,,,1/37,,,,,1/11,2/-,,,,,2 (48)
30,team109/PER,[UPC] ColorPuertaTeam,,,1/37,,,,,1/11,2/-,,,,,2 (48)
11,team109/PER,[UPC] ColorPuertaTeam,,,1/37,,,,,1/11,2/-,,,,,2 (48)
107,MAN36/COL,[UC] SpiderPIGS,,,1/47,,,,,1/9,6/-,,,,,2 (56)
11,MAN36/COL,[UC] SpiderPIGS,,,1/47,,,,,1/9,6/-,,,,,2 (56)
9,MAN36/COL,[UC] SpiderPIGS,,,1/47,,,,,1/9,6/-,,,,,2 (56)
108,team30/CUB,[INSTEC] +Rescue+,,,1/41,,2/-,,,1/16,1/-,,,,,2 (57)
14,team30/CUB,[INSTEC] +Rescue+,,,1/41,,2/-,,,1/16,1/-,,,,,2 (57)
12,team30/CUB,[INSTEC] +Rescue+,,,1/41,,2/-,,,1/16,1/-,,,,,2 (57)
109,team201/PER,[UCSM] BinaryDragons,,,1/53,,,,,1/4,,,,,,2 (57)
31,team201/PER,[UCSM] BinaryDragons,,,1/53,,,,,1/4,,,,,,2 (57)
12,team201/PER,[UCSM] BinaryDragons,,,1/53,,,,,1/4,,,,,,2 (57)
110,teambrbr67/BRA,[UDESC] Traveling Balloonsmen,,,1/56,,,,,1/5,,,,,,2 (61)
35,teambrbr67/BRA,[UDESC] Traveling Balloonsmen,,,1/56,,,,,1/5,,,,,,2 (61)
111,332201/MEX,[UP-Bonaterra] Team Processing - UP Bonaterra,,,1/57,,,,,1/6,,3/-,,,,2 (63)
20,332201/MEX,[UP-Bonaterra] Team Processing - UP Bonaterra,,,1/57,,,,,1/6,,3/-,,,,2 (63)
19,332201/MEX,[UP-Bonaterra] Team Processing - UP Bonaterra,,,1/57,,,,,1/6,,3/-,,,,2 (63)
112,teambrbr19/BRA,[IFCE] O importante é não zerar!,,,1/52,,,3/-,,1/13,,,,,,2 (65)
36,teambrbr19/BRA,[IFCE] O importante é não zerar!,,,1/52,,,3/-,,1/13,,,,,,2 (65)
113,teambrbr22/BRA,[UFSCar] vai_na.sort(),,,1/58,,,3/-,,1/7,,2/-,,,,2 (65)
37,teambrbr22/BRA,[UFSCar] vai_na.sort(),,,1/58,,,3/-,,1/7,,2/-,,,,2 (65)
114,teambrbr57/BRA,[CEFET-MG-Timóteo] CEFETIM,,1/-,1/58,2/-,3/-,4/-,,1/7,,,,,,2 (65)
38,teambrbr57/BRA,[CEFET-MG-Timóteo] CEFETIM,,1/-,1/58,2/-,3/-,4/-,,1/7,,,,,,2 (65)
115,team36/ARG,[UTN-FRSF] El Rejunte 2.0,,,1/45,,1/-,4/-,,1/21,,4/-,,,,2 (66)
32,team36/ARG,[UTN-FRSF] El Rejunte 2.0,,,1/45,,1/-,4/-,,1/21,,4/-,,,,2 (66)
12,team36/ARG,[UTN-FRSF] El Rejunte 2.0,,,1/45,,1/-,4/-,,1/21,,4/-,,,,2 (66)
116,team22/CUB,[UO-SAM] A-SAO,,,1/54,,,,,1/13,4/-,,,,,2 (67)
15,team22/CUB,[UO-SAM] A-SAO,,,1/54,,,,,1/13,4/-,,,,,2 (67)
13,team22/CUB,[UO-SAM] A-SAO,,,1/54,,,,,1/13,4/-,,,,,2 (67)
117,teambrbr1/BRA,[FEI] Desistiu???,,,1/55,,,,1/-,1/12,1/-,2/-,,,,2 (67)
39,teambrbr1/BRA,[FEI] Desistiu???,,,1/55,,,,1/-,1/12,1/-,2/-,,,,2 (67)
118,teambrbr63/BRA,[FACOM-UFMS] Só queria fazer joguinho,,,1/57,,1/-,,,1/11,,,,,,2 (68)
40,teambrbr63/BRA,[FACOM-UFMS] Só queria fazer joguinho,,,1/57,,1/-,,,1/11,,,,,,2 (68)
119,332206/MEX,[UAA] nac-OS - UAA,,,1/62,,1/-,,,1/7,,,,,,2 (69)
21,332206/MEX,[UAA] nac-OS - UAA,,,1/62,,1/-,,,1/7,,,,,,2 (69)
20,332206/MEX,[UAA] nac-OS - UAA,,,1/62,,1/-,,,1/7,,,,,,2 (69)
120,teambrbr65/BRA,[ESPM] Array of Thrones,,,1/59,,2/-,,,1/11,,4/-,,,,2 (70)
41,teambrbr65/BRA,[ESPM] Array of Thrones,,,1/59,,2/-,,,1/11,,4/-,,,,2 (70)
121,team1/CHI,"[UDEC] Sure, no malloc please",,,1/60,,,3/-,,1/10,1/-,,,,,2 (70)
33,team1/CHI,"[UDEC] Sure, no malloc please",,,1/60,,,3/-,,1/10,1/-,,,,,2 (70)
4,team1/CHI,"[UDEC] Sure, no malloc please",,,1/60,,,3/-,,1/10,1/-,,,,,2 (70)
122,team23/CUB,[UCLV] LevelUp,,,1/60,,2/-,,,1/12,3/-,,,,,2 (72)
16,team23/CUB,[UCLV] LevelUp,,,1/60,,2/-,,,1/12,3/-,,,,,2 (72)
14,team23/CUB,[UCLV] LevelUp,,,1/60,,2/-,,,1/12,3/-,,,,,2 (72)
123,CAL32/COL,[ICESI] AnvilKaputt,,,1/61,,,,,1/11,4/-,,,,,2 (72)
12,CAL32/COL,[ICESI] AnvilKaputt,,,1/61,,,,,1/11,4/-,,,,,2 (72)
10,CAL32/COL,[ICESI] AnvilKaputt,,,1/61,,,,,1/11,4/-,,,,,2 (72)
124,BOG23/COL,[UN] magUNbos,,,1/58,,,,,1/15,,,,,5/-,2 (73)
13,BOG23/COL,[UN] magUNbos,,,1/58,,,,,1/15,,,,,5/-,2 (73)
11,BOG23/COL,[UN] magUNbos,,,1/58,,,,,1/15,,,,,5/-,2 (73)
125,teambrbr49/BRA,[UFES] Over9k,,,1/65,,,,,1/9,9/-,,,,,2 (74)
42,teambrbr49/BRA,[UFES] Over9k,,,1/65,,,,,1/9,9/-,,,,,2 (74)
126,team33/ARG,[UNLP-FI] La última porción de flan,,,1/66,,,,,1/8,,5/-,,,,2 (74)
34,team33/ARG,[UNLP-FI] La última porción de flan,,,1/66,,,,,1/8,,5/-,,,,2 (74)
13,team33/ARG,[UNLP-FI] La última porción de flan,,,1/66,,,,,1/8,,5/-,,,,2 (74)
127,332223/MEX,[DICIS] Los tres jinetes - DICISUG,,,1/61,,,6/-,,1/14,,,,,,2 (75)
22,332223/MEX,[DICIS] Los tres jinetes - DICISUG,,,1/61,,,6/-,,1/14,,,,,,2 (75)
21,332223/MEX,[DICIS] Los tres jinetes - DICISUG,,,1/61,,,6/-,,1/14,,,,,,2 (75)
128,team13/ARG,[UNR] Albinarios,,,1/63,,,,,1/13,4/-,,,,,2 (76)
35,team13/ARG,[UNR] Albinarios,,,1/63,,,,,1/13,4/-,,,,,2 (76)
14,team13/ARG,[UNR] Albinarios,,,1/63,,,,,1/13,4/-,,,,,2 (76)
129,teambrbr62/BRA,[UNIOESTE-Foz do Iguaçu] That Was Easy,,2/-,1/66,,5/-,,,1/10,9/-,,,1/-,,2 (76)
43,teambrbr62/BRA,[UNIOESTE-Foz do Iguaçu] That Was Easy,,2/-,1/66,,5/-,,,1/10,9/-,,,1/-,,2 (76)
130,team204/PER,[UNSA-IS] Meee!,,2/-,1/62,,,,,1/16,,2/-,,,,2 (78)
36,team204/PER,[UNSA-IS] Meee!,,2/-,1/62,,,,,1/16,,2/-,,,,2 (78)
13,team204/PER,[UNSA-IS] Meee!,,2/-,1/62,,,,,1/16,,2/-,,,,2 (78)
131,BOG09/COL,[PG] Camus,,,1/70,,,,,1/9,1/-,,,,,2 (79)
14,BOG09/COL,[PG] Camus,,,1/70,,,,,1/9,1/-,,,,,2 (79)
12,BOG09/COL,[PG] Camus,,,1/70,,,,,1/9,1/-,,,,,2 (79)
132,teambrbr25/BRA,[UFPel] Time da Jaula,,,1/73,1/-,,,,1/9,,6/-,,,,2 (82)
44,teambrbr25/BRA,[UFPel] Time da Jaula,,,1/73,1/-,,,,1/9,,6/-,,,,2 (82)
133,team91/CUB,[UIC] UIC 3scape,,,1/70,,,4/-,,1/13,7/-,,,,,2 (83)
17,team91/CUB,[UIC] UIC 3scape,,,1/70,,,4/-,,1/13,7/-,,,,,2 (83)
15,team91/CUB,[UIC] UIC 3scape,,,1/70,,,4/-,,1/13,7/-,,,,,2 (83)
134,teambrbr68/BRA,[UFAL] Gemidão da Maratona,,,2/60,,,3/-,,1/6,2/-,2/-,,,,2 (86)
45,teambrbr68/BRA,[UFAL] Gemidão da Maratona,,,2/60,,,3/-,,1/6,2/-,2/-,,,,2 (86)
135,MED44/COL,[EAFIT] rm -rf,,,1/74,,,,,1/12,2/-,,,,,2 (86)
15,MED44/COL,[EAFIT] rm -rf,,,1/74,,,,,1/12,2/-,,,,,2 (86)
13,MED44/COL,[EAFIT] rm -rf,,,1/74,,,,,1/12,2/-,,,,,2 (86)
136,332193/MEX,[UGTODCNE] Perrillos - UGTODCNE,,,1/77,,,,,1/10,3/-,2/-,,,,2 (87)
23,332193/MEX,[UGTODCNE] Perrillos - UGTODCNE,,,1/77,,,,,1/10,3/-,2/-,,,,2 (87)
22,332193/MEX,[UGTODCNE] Perrillos - UGTODCNE,,,1/77,,,,,1/10,3/-,2/-,,,,2 (87)
137,BOG16/COL,[UAC] IllegalSkillException,,,1/60,,,,,1/31,1/-,6/-,,,,2 (91)
16,BOG16/COL,[UAC] IllegalSkillException,,,1/60,,,,,1/31,1/-,6/-,,,,2 (91)
14,BOG16/COL,[UAC] IllegalSkillException,,,1/60,,,,,1/31,1/-,6/-,,,,2 (91)
138,team116/PER,[UNT] JavaSalir,,1/-,1/61,,3/-,,,2/15,,,,,,2 (96)
37,team116/PER,[UNT] JavaSalir,,1/-,1/61,,3/-,,,2/15,,,,,,2 (96)
14,team116/PER,[UNT] JavaSalir,,1/-,1/61,,3/-,,,2/15,,,,,,2 (96)
139,team55/DOM,[UPR-B] Los Plataneros,,,1/86,,,3/-,,1/11,,,,,,2 (97)
18,team55/DOM,[UPR-B] Los Plataneros,,,1/86,,,3/-,,1/11,,,,,,2 (97)
3,team55/DOM,[UPR-B] Los Plataneros,,,1/86,,,3/-,,1/11,,,,,,2 (97)
140,team9/BOL,[UPDS] Array.saice();,,,2/79,,2/-,,,1/1,,1/-,,,,2 (100)
38,team9/BOL,[UPDS] Array.saice();,,,2/79,,2/-,,,1/1,,1/-,,,,2 (100)
6,team9/BOL,[UPDS] Array.saice();,,,2/79,,2/-,,,1/1,,1/-,,,,2 (100)
141,team7/BOL,[UMSA] ALFATeam,,,1/88,,,,,1/12,2/-,,,,,2 (100)
39,team7/BOL,[UMSA] ALFATeam,,,1/88,,,,,1/12,2/-,,,,,2 (100)
7,team7/BOL,[UMSA] ALFATeam,,,1/88,,,,,1/12,2/-,,,,,2 (100)
142,team40/DOM,[INTEC] Beta,,,1/89,,3/-,,,1/11,,,,,,2 (100)
19,team40/DOM,[INTEC] Beta,,,1/89,,3/-,,,1/11,,,,,,2 (100)
4,team40/DOM,[INTEC] Beta,,,1/89,,3/-,,,1/11,,,,,,2 (100)
143,332196/MEX,[ITESM-Monterrey] AC-Knights - ITESM Monterrey,,1/-,1/95,,,,,1/5,,,,,,2 (100)
24,332196/MEX,[ITESM-Monterrey] AC-Knights - ITESM Monterrey,,1/-,1/95,,,,,1/5,,,,,,2 (100)
23,332196/MEX,[ITESM-Monterrey] AC-Knights - ITESM Monterrey,,1/-,1/95,,,,,1/5,,,,,,2 (100)
144,teambrbr51/BRA,[UFPA] Cvaicomnois kazuya,,,1/96,,,,,1/4,,,,,,2 (100)
46,teambrbr51/BRA,[UFPA] Cvaicomnois kazuya,,,1/96,,,,,1/4,,,,,,2 (100)
145,coudriligud/CRC,[ITCR] Coud rili gud,,,1/44,,,,,3/18,2/-,,,,,2 (102)
25,coudriligud/CRC,[ITCR] Coud rili gud,,,1/44,,,,,3/18,2/-,,,,,2 (102)
2,coudriligud/CRC,[ITCR] Coud rili gud,,,1/44,,,,,3/18,2/-,,,,,2 (102)
146,BOG10/COL,[PG] Polibits,,,3/56,,,,,1/6,3/-,,,,,2 (102)
17,BOG10/COL,[PG] Polibits,,,3/56,,,,,1/6,3/-,,,,,2 (102)
15,BOG10/COL,[PG] Polibits,,,3/56,,,,,1/6,3/-,,,,,2 (102)
147,teambrbr52/BRA,[IFCE-Campus Crato] Access Violation,,,1/90,,2/-,1/-,,1/13,,,,,,2 (103)
47,teambrbr52/BRA,[IFCE-Campus Crato] Access Violation,,,1/90,,2/-,1/-,,1/13,,,,,,2 (103)
148,team19/CHI,[PUC] +easy,,,3/50,,4/-,3/-,,1/14,,,,,,2 (104)
40,team19/CHI,[PUC] +easy,,,3/50,,4/-,3/-,,1/14,,,,,,2 (104)
5,team19/CHI,[PUC] +easy,,,3/50,,4/-,3/-,,1/14,,,,,,2 (104)
149,332208/MEX,[FC-UNAM] Los pythons - F.C.-UNAM,,,1/87,,,,,1/17,,1/-,,,,2 (104)
26,332208/MEX,[FC-UNAM] Los pythons - F.C.-UNAM,,,1/87,,,,,1/17,,1/-,,,,2 (104)
24,332208/MEX,[FC-UNAM] Los pythons - F.C.-UNAM,,,1/87,,,,,1/17,,1/-,,,,2 (104)
150,team03/CUB,[UO-SJAM] Quas+Wex+Exort,,,1/90,,,5/-,,1/15,,1/-,,,,2 (105)
20,team03/CUB,[UO-SJAM] Quas+Wex+Exort,,,1/90,,,5/-,,1/15,,1/-,,,,2 (105)
16,team03/CUB,[UO-SJAM] Quas+Wex+Exort,,,1/90,,,5/-,,1/15,,1/-,,,,2 (105)
151,team207/PER,[UCSP] omae wa mou shindeiru,,,1/93,,,,,1/12,1/-,1/-,,,,2 (105)
41,team207/PER,[UCSP] omae wa mou shindeiru,,,1/93,,,,,1/12,1/-,1/-,,,,2 (105)
15,team207/PER,[UCSP] omae wa mou shindeiru,,,1/93,,,,,1/12,1/-,1/-,,,,2 (105)
152,team32/ARG,[UNC-FAMAF] La caja,,,1/91,,,,,1/15,,,,,,2 (106)
42,team32/ARG,[UNC-FAMAF] La caja,,,1/91,,,,,1/15,,,,,,2 (106)
15,team32/ARG,[UNC-FAMAF] La caja,,,1/91,,,,,1/15,,,,,,2 (106)
153,team20/CHI,[PUC] J val(vim),,,1/89,,1/-,1/-,,1/18,1/-,,,,,2 (107)
43,team20/CHI,[PUC] J val(vim),,,1/89,,1/-,1/-,,1/18,1/-,,,,,2 (107)
6,team20/CHI,[PUC] J val(vim),,,1/89,,1/-,1/-,,1/18,1/-,,,,,2 (107)
154,ucv02/VEN,[UCV] Print,,,1/97,,,,,1/10,,,,,,2 (107)
18,ucv02/VEN,[UCV] Print,,,1/97,,,,,1/10,,,,,,2 (107)
3,ucv02/VEN,[UCV] Print,,,1/97,,,,,1/10,,,,,,2 (107)
155,teambrbr46/BRA,"[UCG] One balloon at a time, please!",,,1/99,,4/-,,,1/10,,,,,,2 (109)
48,teambrbr46/BRA,"[UCG] One balloon at a time, please!",,,1/99,,4/-,,,1/10,,,,,,2 (109)
156,team213/PER,[UNSA-IS] BenzoDetected,,,2/78,,,,,1/12,,1/-,,,,2 (110)
44,team213/PER,[UNSA-IS] BenzoDetected,,,2/78,,,,,1/12,,1/-,,,,2 (110)
16,team213/PER,[UNSA-IS] BenzoDetected,,,2/78,,,,,1/12,,1/-,,,,2 (110)
157,team27/CUB,[UH] Math.UH,,,2/80,,4/-,,,1/13,,,,,,2 (113)
21,team27/CUB,[UH] Math.UH,,,2/80,,4/-,,,1/13,,,,,,2 (113)
17,team27/CUB,[UH] Math.UH,,,2/80,,4/-,,,1/13,,,,,,2 (113)
158,teambrbr6/BRA,[UPF] Skynet dos Pampas,,,2/83,,,,,1/10,7/-,,,,,2 (113)
49,teambrbr6/BRA,[UPF] Skynet dos Pampas,,,2/83,,,,,1/10,7/-,,,,,2 (113)
159,MAN37/COL,[UQ] UQuality,,,1/106,,,,,1/8,6/-,,,,,2 (114)
19,MAN37/COL,[UQ] UQuality,,,1/106,,,,,1/8,6/-,,,,,2 (114)
16,MAN37/COL,[UQ] UQuality,,,1/106,,,,,1/8,6/-,,,,,2 (114)
160,332222/MEX,[ITESM-CEM] The Feel Train - ITESM CEM,,,1/105,,1/-,,,1/10,,1/-,1/-,,,2 (115)
27,332222/MEX,[ITESM-CEM] The Feel Train - ITESM CEM,,,1/105,,1/-,,,1/10,,1/-,1/-,,,2 (115)
25,332222/MEX,[ITESM-CEM] The Feel Train - ITESM CEM,,,1/105,,1/-,,,1/10,,1/-,1/-,,,2 (115)
161,team4/CHI,[UANDES] Uandes DROP TABLE teams,,,3/69,,1/-,,,1/7,,5/-,,,5/-,2 (116)
45,team4/CHI,[UANDES] Uandes DROP TABLE teams,,,3/69,,1/-,,,1/7,,5/-,,,5/-,2 (116)
7,team4/CHI,[UANDES] Uandes DROP TABLE teams,,,3/69,,1/-,,,1/7,,5/-,,,5/-,2 (116)
162,team37/ARG,[UTN-FRSF] Lorem Ipsum Team,,,1/96,,,,,1/23,,,,,,2 (119)
46,team37/ARG,[UTN-FRSF] Lorem Ipsum Team,,,1/96,,,,,1/23,,,,,,2 (119)
16,team37/ARG,[UTN-FRSF] Lorem Ipsum Team,,,1/96,,,,,1/23,,,,,,2 (119)
163,team32/DOM,[PUCMM] xee,,,2/89,,3/-,2/-,,1/11,,2/-,,,,2 (120)
22,team32/DOM,[PUCMM] xee,,,2/89,,3/-,2/-,,1/11,,2/-,,,,2 (120)
5,team32/DOM,[PUCMM] xee,,,2/89,,3/-,2/-,,1/11,,2/-,,,,2 (120)
164,team12/ARG,[UNR] Anon,,10/-,2/85,,5/-,,,1/18,,,,,,2 (123)
47,team12/ARG,[UNR] Anon,,10/-,2/85,,5/-,,,1/18,,,,,,2 (123)
17,team12/ARG,[UNR] Anon,,10/-,2/85,,5/-,,,1/18,,,,,,2 (123)
165,team9/ARG,[UNC-FAMAF] en3ga2,,,2/95,,,1/-,,1/10,7/-,1/-,,,,2 (125)
48,team9/ARG,[UNC-FAMAF] en3ga2,,,2/95,,,1/-,,1/10,7/-,1/-,,,,2 (125)
18,team9/ARG,[UNC-FAMAF] en3ga2,,,2/95,,,1/-,,1/10,7/-,1/-,,,,2 (125)
166,ucla03/VEN,[UCLA] Team chorrosco,,,2/92,,,,,1/14,,,,,,2 (126)
20,ucla03/VEN,[UCLA] Team chorrosco,,,2/92,,,,,1/14,,,,,,2 (126)
4,ucla03/VEN,[UCLA] Team chorrosco,,,2/92,,,,,1/14,,,,,,2 (126)
167,team11/ARG,[UNA] Spider Pig,1/-,,1/112,,1/-,3/-,,1/14,,,,,,2 (126)
49,team11/ARG,[UNA] Spider Pig,1/-,,1/112,,1/-,3/-,,1/14,,,,,,2 (126)
19,team11/ARG,[UNA] Spider Pig,1/-,,1/112,,1/-,3/-,,1/14,,,,,,2 (126)
